azimuth,elevation,temperature,humidity,vPanel,vPyra
107.971,50.116,32.4,23.0,1.608,1.489
108.205,50.297,35.5,19.4,1.655,1.497
108.451,50.486,38.3,16.9,1.646,1.497
108.699,50.675,40.9,15.4,1.692,1.503
108.948,50.864,41.8,14.4,1.908,1.506
109.199,51.053,43.4,13.7,1.678,1.513
109.448,51.238,44.7,13.0,1.578,1.525
109.702,51.426,46.1,12.1,1.503,1.522
109.962,51.617,46.8,11.7,1.528,1.519
110.215,51.801,47.0,11.4,1.482,1.529
110.474,51.988,46.8,11.3,1.485,1.552
110.73,52.172,47.0,11.2,1.491,1.558
110.993,52.359,46.1,11.2,1.482,1.559
111.257,52.545,46.9,11.1,1.49,1.564
111.523,52.731,47.3,11.0,1.488,1.567
111.79,52.916,46.9,10.9,1.481,1.566
112.06,53.101,46.3,11.0,1.482,1.572
112.327,53.283,45.7,11.2,1.474,1.578
112.6,53.467,44.2,12.0,1.474,1.582
112.875,53.651,43.4,12.4,1.475,1.584
113.152,53.835,43.7,12.1,1.485,1.594
113.426,54.015,44.0,12.3,1.491,1.6
113.707,54.198,44.8,11.9,1.496,1.603
113.99,54.381,45.1,11.7,1.495,1.602
114.275,54.563,44.3,12.0,1.492,1.605
114.561,54.745,44.7,11.7,1.508,1.618
114.846,54.923,46.1,11.0,1.524,1.631
115.137,55.104,46.1,11.0,1.527,1.634
115.43,55.284,44.4,11.5,1.526,1.634
115.725,55.464,44.2,11.3,1.532,1.638
116.023,55.644,44.8,11.2,1.534,1.64
116.318,55.82,45.7,10.9,1.541,1.645
116.62,55.999,45.2,11.0,1.552,1.654
116.924,56.177,44.3,11.0,1.559,1.66
117.231,56.355,44.2,11.1,1.559,1.661
117.54,56.532,44.0,11.3,1.566,1.666
117.846,56.706,43.4,11.7,1.578,1.675
118.16,56.882,43.5,11.7,1.583,1.678
118.476,57.058,44.4,11.4,1.587,1.68
118.795,57.233,45.1,11.1,1.587,1.681
119.121,57.41,46.5,10.4,1.578,1.673
119.434,57.579,46.1,10.9,1.587,1.678
119.761,57.752,46.5,10.6,1.608,1.692
120.09,57.925,47.3,10.0,1.619,1.705
120.421,58.098,48.2,9.7,1.629,1.714
120.755,58.269,48.9,9.6,1.644,1.716
121.087,58.438,49.2,9.6,1.652,1.719
121.427,58.609,50.1,9.0,1.677,1.721
121.769,58.778,50.3,8.6,1.729,1.73
122.131,58.956,50.8,8.3,1.744,1.736
122.463,59.117,49.2,8.8,1.72,1.733
122.808,59.282,49.1,9.0,1.707,1.736
123.162,59.449,47.4,9.5,1.69,1.735
123.52,59.616,47.4,9.5,1.7,1.747
123.88,59.782,47.5,9.8,1.7,1.75
124.243,59.947,48.0,9.5,1.701,1.75
