azimuth,elevation,temperature,humidity,vPanel,vPyra
91.973,30.139,38.7,22.1,0.733,0.804
92.148,30.338,38.8,21.9,0.742,0.808
92.331,30.547,38.5,22.3,0.753,0.819
92.498,30.737,38.3,22.6,0.762,0.829
92.674,30.936,38.9,22.1,0.771,0.834
92.851,31.135,39.2,21.9,0.78,0.842
93.024,31.331,39.5,21.5,0.786,0.847
93.202,31.53,40.0,21.1,0.795,0.855
93.382,31.733,40.3,20.8,0.805,0.862
93.557,31.929,40.0,21.0,0.811,0.867
93.738,32.131,40.1,20.9,0.816,0.876
93.917,32.33,40.3,20.6,0.824,0.883
94.094,32.526,40.4,20.6,0.833,0.892
94.274,32.724,40.8,20.2,0.843,0.899
94.454,32.923,41.0,20.0,0.854,0.908
94.632,33.119,41.4,19.6,0.864,0.916
94.813,33.318,41.9,19.1,0.871,0.92
94.995,33.517,42.3,18.8,0.884,0.926
95.177,33.715,42.6,18.5,0.89,0.93
95.357,33.911,42.6,18.5,0.898,0.935
95.54,34.109,42.8,18.3,0.907,0.94
95.721,34.305,43.0,18.2,0.919,0.951
95.905,34.503,43.4,17.9,0.93,0.958
96.09,34.701,43.5,17.8,0.939,0.964
96.279,34.903,43.7,17.4,0.949,0.969
96.462,35.098,43.5,17.7,0.958,0.974
96.648,35.296,43.7,17.5,0.964,0.978
96.836,35.494,44.1,17.3,0.973,0.985
97.02,35.689,44.5,16.9,0.984,0.991
97.209,35.887,44.9,16.5,0.994,0.998
97.398,36.085,44.9,16.5,1.004,1.006
97.584,36.28,45.0,16.4,1.011,1.01
97.774,36.477,45.3,16.2,1.016,1.015
97.965,36.675,45.6,16.1,1.026,1.022
98.153,36.869,45.8,15.9,1.034,1.029
98.345,37.067,46.0,15.7,1.041,1.036
98.535,37.261,46.0,15.9,1.049,1.038
98.728,37.458,45.9,15.8,1.063,1.045
98.926,37.658,45.2,16.4,1.073,1.051
99.117,37.852,45.7,16.1,1.075,1.058
99.313,38.049,46.2,15.8,1.075,1.062
99.509,38.246,46.7,15.3,1.07,1.066
99.703,38.44,47.1,15.0,1.057,1.069
99.906,38.642,47.4,14.8,1.054,1.075
100.102,38.836,47.6,14.7,1.052,1.088
100.298,39.029,47.8,14.5,1.058,1.092
100.497,39.225,47.3,14.8,1.04,1.095
100.701,39.425,47.5,14.8,1.055,1.103
100.899,39.617,47.5,14.7,1.052,1.113
101.101,39.813,47.8,14.4,1.047,1.121
101.304,40.009,47.9,14.5,1.057,1.127
101.505,40.201,47.5,14.7,1.073,1.134
101.71,40.397,47.1,15.0,1.079,1.138
101.912,40.589,47.1,15.0,1.07,1.14
102.118,40.784,47.1,14.8,1.078,1.145
102.328,40.982,47.2,14.7,1.087,1.157
102.533,41.174,47.6,14.5,1.086,1.162
102.752,41.378,48.1,14.1,1.091,1.166
102.952,41.563,48.0,13.8,1.101,1.176
103.162,41.758,47.6,14.4,1.118,1.183
103.374,41.952,47.0,14.6,1.128,1.19
103.59,42.149,47.3,14.5,1.143,1.197
103.793,42.333,47.9,14.1,1.154,1.206
104.007,42.527,48.7,13.7,1.168,1.213
104.226,42.724,48.8,13.5,1.19,1.218
104.439,42.914,48.4,13.8,1.188,1.222
104.656,43.107,48.7,13.5,1.215,1.23
104.875,43.3,47.8,14.0,1.23,1.236
105.09,43.49,48.1,13.8,1.231,1.244
105.314,43.685,49.0,13.3,1.235,1.246
105.532,43.875,49.2,13.1,1.21,1.253
105.755,44.067,50.1,12.5,1.215,1.261
105.975,44.256,49.7,12.5,1.214,1.267
106.203,44.45,50.7,12.1,1.213,1.269
106.428,44.642,51.4,11.7,1.245,1.272
106.655,44.833,51.8,11.4,1.269,1.279
106.883,45.024,51.3,11.6,1.268,1.288
107.109,45.212,51.7,11.5,1.276,1.292
107.339,45.402,51.8,11.4,1.27,1.296
107.567,45.59,51.8,11.3,1.268,1.305
107.803,45.783,52.0,11.2,1.295,1.309
108.033,45.97,52.3,11.0,1.31,1.312
108.268,46.159,52.1,11.2,1.355,1.319
108.512,46.355,52.7,10.8,1.355,1.323
108.739,46.535,53.2,10.6,1.331,1.329
108.977,46.724,53.5,10.4,1.302,1.334
109.221,46.915,53.7,10.2,1.288,1.337
109.459,47.1,54.0,10.1,1.283,1.34
109.702,47.288,54.3,9.9,1.298,1.348
109.946,47.476,54.5,9.8,1.325,1.357
110.187,47.661,54.6,9.8,1.337,1.362
110.438,47.851,54.8,9.7,1.348,1.368
110.687,48.037,55.2,9.5,1.379,1.372
110.936,48.224,55.1,9.6,1.404,1.379
111.183,48.407,55.2,9.4,1.36,1.388
111.44,48.596,55.5,9.4,1.364,1.393
111.69,48.779,55.6,9.3,1.34,1.398
111.949,48.967,56.0,9.0,1.3,1.401
112.202,49.149,56.4,8.9,1.292,1.399
112.461,49.333,56.6,8.8,1.253,1.402
112.721,49.518,56.7,8.8,1.253,1.412
112.979,49.699,56.8,8.6,1.27,1.426
113.242,49.882,57.1,8.5,1.259,1.423
113.502,50.062,57.3,8.5,1.288,1.427
113.765,50.242,57.3,8.3,1.303,1.435
114.037,50.428,56.7,8.6,1.306,1.444
114.303,50.607,57.0,8.5,1.318,1.451
114.578,50.791,57.2,8.4,1.329,1.463
114.847,50.97,57.5,8.1,1.351,1.472
115.122,51.15,57.4,8.3,1.369,1.469
115.394,51.328,56.4,8.6,1.362,1.459
115.673,51.508,56.4,8.7,1.373,1.466
115.953,51.688,56.4,8.7,1.382,1.475
116.231,51.864,56.3,8.7,1.392,1.483
116.51,52.04,56.5,8.5,1.4,1.488
116.8,52.221,56.6,8.6,1.402,1.49
117.083,52.396,57.0,8.3,1.406,1.495
117.368,52.571,56.8,8.4,1.413,1.5
117.66,52.748,57.4,8.3,1.423,1.506
