azimuth,elevation,temperature,humidity,vPanel,vPyra
97.841,38.922,28.0,34.9,0.919,1.186
97.887,38.97,28.8,33.7,0.92,1.186
98.077,39.164,31.7,28.1,0.93,1.193
98.27,39.361,33.6,24.9,0.937,1.198
98.465,39.559,35.7,23.4,0.944,1.203
98.66,39.756,37.2,21.5,0.95,1.207
98.856,39.953,38.5,20.9,0.957,1.213
99.049,40.147,39.5,19.4,0.963,1.217
99.247,40.344,40.3,18.4,0.969,1.219
99.445,40.541,41.0,18.3,0.976,1.225
99.641,40.735,41.2,17.8,0.984,1.231
99.843,40.935,41.3,17.8,0.989,1.237
100.044,41.131,41.5,17.1,0.998,1.242
100.242,41.324,42.0,16.9,1.002,1.248
100.441,41.518,42.8,16.6,1.007,1.252
100.647,41.717,42.9,16.4,1.007,1.254
100.848,41.91,43.0,16.4,1.009,1.258
101.052,42.106,43.4,16.1,1.014,1.263
101.258,42.301,43.6,16.0,1.02,1.267
101.464,42.497,43.8,15.7,1.028,1.277
101.668,42.689,44.2,15.6,1.031,1.282
101.873,42.882,44.3,15.6,1.036,1.289
102.082,43.077,43.6,16.0,1.039,1.293
102.295,43.275,43.6,16.1,1.043,1.299
102.506,43.47,44.0,15.5,1.048,1.303
102.715,43.661,44.1,15.6,1.054,1.31
102.928,43.856,44.2,15.5,1.062,1.315
103.145,44.053,44.6,15.4,1.068,1.319
103.364,44.251,44.9,15.1,1.072,1.325
103.58,44.445,45.3,14.8,1.078,1.328
103.79,44.632,45.7,14.7,1.083,1.333
104.008,44.826,44.9,15.0,1.095,1.34
104.227,45.02,44.0,15.6,1.104,1.348
104.443,45.21,44.5,15.3,1.112,1.353
104.661,45.4,44.9,15.1,1.122,1.357
104.883,45.593,45.5,14.4,1.127,1.361
105.107,45.786,45.7,14.4,1.135,1.366
105.331,45.978,46.0,14.4,1.15,1.375
105.553,46.168,46.2,14.2,1.151,1.376
105.78,46.36,46.6,13.8,1.163,1.382
106.008,46.552,45.6,14.5,1.16,1.38
106.238,46.743,45.2,14.9,1.164,1.383
106.468,46.935,45.8,14.6,1.173,1.391
106.7,47.126,45.6,14.6,1.185,1.396
106.929,47.314,46.2,14.2,1.195,1.402
107.159,47.502,46.5,13.9,1.201,1.406
107.395,47.692,46.1,14.7,1.208,1.412
107.631,47.883,43.8,15.8,1.211,1.416
107.873,48.076,42.8,16.8,1.218,1.421
108.105,48.259,43.0,16.7,1.223,1.424
108.35,48.452,43.9,16.1,1.232,1.429
108.592,48.641,44.3,15.9,1.239,1.436
108.835,48.83,43.4,16.4,1.249,1.44
109.076,49.016,43.4,16.5,1.251,1.441
109.323,49.204,42.9,17.0,1.261,1.447
109.57,49.393,42.6,16.9,1.27,1.454
109.824,49.583,43.6,16.8,1.27,1.452
110.07,49.768,43.4,16.1,1.273,1.455
110.323,49.955,42.6,16.7,1.286,1.463
110.577,50.142,43.4,16.2,1.295,1.468
110.832,50.329,42.5,16.4,1.306,1.478
111.101,50.524,43.1,16.2,1.317,1.484
111.343,50.698,43.6,16.0,1.327,1.489
111.603,50.884,44.2,15.5,1.336,1.495
111.869,51.072,44.4,15.1,1.342,1.498
112.128,51.254,44.8,14.9,1.344,1.5
112.398,51.442,43.1,16.1,1.35,1.506
112.66,51.623,42.9,16.0,1.346,1.506
112.925,51.804,44.5,15.5,1.369,1.519
113.199,51.991,43.6,15.7,1.375,1.522
113.48,52.18,43.9,15.5,1.38,1.528
113.749,52.36,44.9,15.2,1.375,1.522
114.016,52.537,46.2,14.4,1.381,1.523
114.294,52.719,47.1,13.8,1.399,1.535
114.573,52.9,47.7,13.6,1.399,1.536
114.85,53.079,47.1,13.4,1.414,1.545
115.133,53.26,47.8,13.3,1.426,1.554
115.418,53.44,47.1,13.3,1.44,1.567
115.714,53.626,45.6,14.2,1.45,1.578
115.99,53.797,45.5,14.7,1.457,1.582
116.285,53.979,45.6,14.4,1.459,1.588
116.579,54.157,46.0,14.1,1.464,1.591
116.874,54.336,47.2,13.7,1.469,1.593
117.166,54.511,47.3,13.1,1.481,1.599
117.466,54.688,46.0,13.8,1.475,1.599
117.767,54.865,45.9,13.8,1.488,1.61
118.071,55.041,45.9,13.6,1.491,1.613
118.377,55.217,44.2,14.2,1.503,1.622
118.686,55.392,44.1,14.5,1.514,1.63
118.996,55.567,43.9,14.4,1.515,1.631
119.309,55.741,43.7,14.8,1.523,1.638
119.629,55.918,45.7,12.9,1.525,1.64
119.952,56.094,46.0,13.4,1.526,1.639
120.257,56.258,46.9,13.1,1.535,1.643
120.914,56.607,47.6,11.8,1.543,1.648
121.231,56.772,47.3,12.5,1.548,1.653
121.556,56.94,48.5,11.9,1.558,1.658
121.888,57.11,49.6,11.3,1.569,1.667
122.228,57.282,50.1,11.0,1.582,1.672
122.566,57.45,50.5,10.7,1.586,1.674
122.901,57.615,51.2,10.3,1.595,1.68
123.244,57.782,48.8,11.2,1.599,1.684
123.584,57.946,48.2,11.3,1.601,1.688
123.932,58.112,48.4,11.4,1.601,1.688
124.283,58.277,49.3,10.8,1.603,1.69
124.643,58.445,49.6,11.5,1.609,1.694
124.994,58.606,49.1,10.8,1.618,1.701
125.353,58.769,46.6,11.9,1.62,1.706
126.081,59.093,46.4,11.9,1.627,1.712
126.444,59.251,46.1,12.6,1.629,1.718
126.827,59.416,47.8,11.9,1.632,1.717
127.196,59.573,47.6,11.9,1.633,1.717
127.574,59.732,47.3,12.2,1.638,1.72
127.954,59.89,46.7,12.2,1.64,1.724
128.338,60.046,47.5,12.0,1.647,1.729
128.719,60.2,47.7,11.8,1.655,1.732
129.109,60.355,48.2,11.6,1.666,1.738
129.503,60.51,48.4,11.6,1.665,1.738
129.893,60.661,49.1,11.0,1.669,1.742
130.3,60.816,48.4,11.2,1.668,1.743
130.703,60.967,47.2,11.9,1.671,1.745
131.103,61.116,46.8,11.8,1.675,1.749
131.507,61.263,46.0,12.1,1.677,1.752
131.921,61.412,46.7,12.0,1.677,1.752
132.338,61.56,47.2,12.0,1.679,1.754
132.758,61.707,48.0,11.8,1.689,1.759
133.176,61.851,48.8,11.0,1.701,1.766
133.603,61.996,48.6,11.3,1.7,1.764
134.042,62.142,49.8,10.9,1.708,1.77
134.456,62.278,50.8,10.4,1.712,1.771
134.901,62.422,51.0,10.5,1.713,1.773
135.344,62.563,50.2,10.4,1.717,1.773
135.79,62.703,50.7,10.3,1.716,1.773
136.232,62.839,50.5,10.3,1.724,1.78
136.686,62.977,49.7,10.5,1.728,1.784
137.143,63.113,48.7,11.4,1.725,1.785
137.604,63.248,50.0,11.1,1.732,1.788
138.062,63.38,48.9,11.2,1.726,1.785
138.531,63.512,48.5,11.5,1.727,1.788
138.996,63.642,49.0,11.1,1.736,1.794
139.495,63.778,50.0,10.8,1.744,1.801
139.961,63.903,50.7,10.4,1.746,1.801
140.445,64.031,51.1,10.1,1.752,1.806
140.926,64.155,48.5,11.2,1.755,1.81
141.419,64.28,47.9,11.3,1.754,1.812
141.939,64.41,46.8,12.2,1.751,1.811
142.416,64.526,47.4,11.8,1.746,1.806
142.912,64.645,47.3,11.7,1.743,1.806
143.413,64.763,47.2,11.9,1.744,1.808
143.926,64.881,47.7,11.6,1.75,1.813
144.451,65.0,48.6,11.1,1.757,1.817
144.964,65.113,48.2,11.2,1.759,1.818
145.48,65.225,47.4,11.7,1.761,1.821
146.009,65.337,47.9,11.7,1.763,1.825
146.551,65.45,48.0,11.8,1.761,1.822
147.071,65.555,49.2,11.3,1.758,1.821
147.604,65.661,49.0,11.5,1.764,1.826
148.158,65.769,49.0,10.9,1.766,1.827
148.707,65.873,49.4,10.9,1.766,1.827
149.252,65.975,50.0,10.9,1.774,1.83
149.8,66.074,48.6,11.0,1.777,1.834
150.416,66.183,48.6,11.3,1.785,1.839
150.927,66.271,45.6,12.6,1.785,1.843
151.497,66.367,45.1,13.0,1.782,1.846
152.071,66.462,45.9,13.1,1.78,1.844
152.648,66.554,47.2,12.5,1.789,1.85
153.229,66.645,49.2,11.6,1.799,1.854
153.815,66.734,50.4,10.8,1.811,1.864
154.394,66.819,52.2,10.1,1.81,1.86
154.997,66.906,53.1,9.5,1.809,1.858
155.584,66.988,53.8,9.0,1.821,1.869
156.185,67.069,49.7,10.9,1.821,1.876
156.789,67.149,51.6,10.3,1.807,1.863
157.396,67.226,52.2,9.5,1.803,1.86
158.008,67.302,52.3,9.6,1.81,1.867
158.623,67.376,53.8,9.2,1.823,1.876
159.231,67.446,54.2,8.8,1.826,1.876
159.853,67.516,54.3,9.0,1.823,1.876
160.508,67.587,54.2,8.9,1.829,1.882
161.116,67.65,54.3,9.0,1.833,1.884
162.372,67.774,49.7,10.5,1.823,1.88
163.01,67.833,47.2,11.8,1.816,1.88
163.651,67.89,46.5,12.2,1.818,1.914
164.294,67.945,47.6,11.8,1.798,1.881
164.941,67.998,47.5,12.0,1.796,1.88
165.579,68.048,47.5,11.5,1.791,1.877
166.241,68.097,48.3,11.3,1.787,1.873
166.926,68.145,50.0,10.7,1.783,1.868
167.552,68.187,51.6,10.3,1.793,1.874
168.2,68.228,53.1,9.5,1.797,1.876
168.861,68.268,52.6,9.4,1.804,1.881
169.524,68.305,53.6,9.1,1.806,1.884
170.189,68.34,53.9,9.1,1.805,1.882
170.845,68.372,54.4,8.7,1.807,1.882
171.513,68.403,54.9,8.7,1.812,1.884
172.215,68.432,53.8,9.1,1.809,1.886
172.855,68.457,54.2,8.8,1.808,1.887
173.517,68.48,55.2,8.4,1.81,1.891
174.202,68.501,55.4,8.4,1.809,1.888
174.867,68.52,55.0,8.6,1.818,1.894
175.543,68.537,52.7,9.2,1.816,1.897
176.252,68.551,52.0,10.0,1.823,1.905
176.898,68.563,52.2,9.5,1.836,1.914
177.576,68.572,52.3,9.1,1.831,1.911
178.244,68.579,51.8,9.4,1.821,1.905
179.592,68.586,54.7,8.7,1.808,1.896
180.283,68.586,54.7,8.5,1.805,1.894
180.973,68.584,55.0,8.1,1.802,1.894
181.631,68.579,55.0,8.2,1.801,1.893
182.31,68.572,54.3,8.4,1.795,1.893
182.999,68.563,54.9,8.6,1.794,1.894
183.666,68.551,51.9,9.3,1.786,1.892
184.343,68.537,52.9,8.9,1.782,1.891
185.009,68.521,54.3,8.4,1.777,1.887
185.684,68.502,54.6,8.4,1.777,1.89
186.348,68.481,54.1,8.7,1.78,1.897
187.074,68.456,55.0,8.4,1.779,1.895
187.703,68.432,53.2,9.2,1.776,1.894
188.352,68.405,51.6,9.8,1.773,1.896
189.02,68.374,48.4,10.7,1.763,1.896
189.719,68.34,47.4,11.2,1.756,1.896
190.352,68.307,48.8,10.8,1.749,1.89
191.676,68.23,51.5,10.0,1.749,1.893
192.971,68.146,52.5,9.3,1.747,1.893
193.625,68.1,52.3,9.1,1.747,1.896
194.287,68.051,53.1,8.9,1.745,1.896
194.926,68.001,52.9,9.0,1.743,1.895
195.572,67.948,51.9,9.3,1.734,1.891
196.216,67.893,51.5,9.3,1.728,1.888
196.857,67.836,52.7,9.3,1.727,1.888
197.485,67.778,52.1,9.2,1.728,1.889
198.12,67.717,52.3,9.3,1.724,1.888
198.751,67.654,54.5,8.4,1.72,1.883
199.38,67.588,56.3,7.9,1.716,1.88
200.035,67.518,56.9,7.7,1.718,1.884
200.637,67.45,57.7,7.3,1.71,1.877
201.266,67.378,56.3,7.8,1.709,1.878
201.89,67.303,57.1,7.6,1.71,1.878
202.473,67.231,57.2,7.7,1.723,1.879
203.081,67.153,56.9,7.5,1.73,1.876
203.676,67.075,57.5,7.4,1.732,1.874
204.276,66.994,56.0,7.8,1.731,1.861
204.873,66.911,55.9,8.0,1.724,1.855
205.476,66.824,56.4,7.8,1.729,1.862
206.056,66.739,57.0,7.7,1.725,1.86
206.632,66.651,58.2,7.3,1.721,1.856
207.214,66.561,58.5,7.2,1.713,1.86
207.792,66.468,58.3,7.1,1.71,1.863
208.366,66.374,57.6,7.4,1.71,1.868
208.927,66.28,57.6,7.6,1.711,1.873
209.484,66.184,56.7,7.6,1.708,1.878
210.046,66.085,56.6,7.4,1.681,1.867
210.604,65.984,55.7,7.7,1.682,1.871
211.157,65.881,55.0,7.9,1.673,1.869
211.698,65.778,55.2,8.0,1.667,1.864
212.244,65.672,54.1,8.2,1.651,1.859
212.786,65.565,52.7,8.6,1.642,1.853
213.332,65.454,53.1,8.4,1.627,1.842
213.865,65.344,55.0,7.9,1.626,1.844
214.386,65.233,55.2,7.8,1.63,1.85
214.903,65.121,53.4,8.2,1.634,1.854
215.441,65.002,52.4,8.8,1.641,1.866
215.942,64.889,52.9,8.7,1.642,1.867
216.471,64.768,52.1,8.8,1.636,1.863
216.948,64.656,52.7,8.5,1.632,1.86
217.469,64.531,53.6,8.2,1.629,1.86
217.962,64.411,52.9,8.4,1.618,1.852
218.459,64.287,53.9,8.2,1.612,1.849
218.944,64.164,53.8,8.1,1.602,1.843
219.432,64.038,53.6,8.1,1.594,1.838
219.917,63.91,55.4,7.6,1.59,1.832
220.398,63.781,55.8,7.6,1.586,1.831
220.875,63.651,56.5,7.3,1.579,1.828
221.341,63.522,57.4,7.1,1.579,1.828
221.81,63.389,57.6,7.0,1.57,1.823
222.268,63.257,56.1,7.3,1.568,1.822
222.729,63.122,56.4,7.2,1.557,1.813
223.187,62.986,56.3,7.2,1.55,1.809
223.648,62.846,57.5,7.1,1.55,1.81
224.098,62.708,56.0,7.3,1.546,1.81
