azimuth,elevation,temperature,humidity,vPanel,vPyra
103.783,45.333,28.8,30.4,1.114,1.392
103.842,45.385,29.9,28.7,1.118,1.393
104.072,45.588,33.0,23.9,1.129,1.398
104.289,45.778,35.6,21.3,1.14,1.405
104.504,45.966,37.7,19.1,1.15,1.41
104.723,46.156,39.3,17.7,1.159,1.415
104.958,46.358,40.0,17.1,1.17,1.421
105.183,46.55,41.3,16.4,1.179,1.427
105.398,46.734,41.5,15.9,1.186,1.432
105.626,46.926,42.3,15.4,1.189,1.436
105.865,47.127,43.1,15.1,1.201,1.44
106.084,47.31,43.7,14.4,1.207,1.446
106.312,47.498,43.6,14.6,1.212,1.449
106.548,47.693,44.5,14.3,1.224,1.456
106.792,47.893,45.0,13.6,1.237,1.463
107.016,48.075,45.5,13.3,1.245,1.466
107.252,48.266,45.8,13.1,1.248,1.47
107.486,48.453,46.2,12.9,1.257,1.477
107.736,48.652,46.5,12.8,1.268,1.48
107.961,48.83,46.3,12.8,1.287,1.485
108.203,49.02,47.0,12.6,1.297,1.492
108.454,49.215,47.6,12.6,1.302,1.494
108.706,49.411,48.2,12.1,1.31,1.501
108.936,49.587,47.8,11.8,1.317,1.506
109.184,49.776,47.9,11.9,1.321,1.512
109.444,49.973,47.8,12.4,1.332,1.515
109.699,50.164,48.4,12.1,1.34,1.52
109.93,50.337,48.8,11.8,1.349,1.527
110.188,50.528,49.0,11.2,1.355,1.53
110.455,50.724,48.6,11.4,1.356,1.535
110.708,50.907,48.9,11.6,1.365,1.542
110.953,51.085,49.5,11.4,1.374,1.544
111.213,51.271,49.2,11.2,1.38,1.547
111.491,51.469,49.3,11.1,1.382,1.55
111.75,51.651,48.8,11.2,1.393,1.557
112.003,51.828,48.7,11.3,1.399,1.562
112.269,52.013,48.4,11.4,1.404,1.565
112.55,52.206,48.6,11.3,1.412,1.573
112.82,52.39,48.3,11.4,1.417,1.579
113.079,52.565,48.8,11.3,1.429,1.584
113.353,52.748,49.4,11.1,1.436,1.589
113.642,52.94,49.7,10.7,1.446,1.595
113.915,53.12,49.6,10.7,1.457,1.6
114.252,53.34,49.0,10.9,1.461,1.604
114.462,53.475,48.5,11.1,1.464,1.61
114.758,53.665,49.3,10.9,1.47,1.616
115.048,53.849,49.6,10.9,1.477,1.62
115.335,54.03,50.1,10.7,1.488,1.626
115.606,54.199,50.5,10.3,1.495,1.629
115.911,54.387,50.9,10.2,1.506,1.634
116.2,54.563,51.0,10.0,1.512,1.637
116.486,54.736,51.2,10.1,1.513,1.643
116.779,54.912,51.3,9.9,1.524,1.647
117.098,55.101,51.7,9.7,1.528,1.651
117.395,55.276,51.7,9.5,1.529,1.657
117.689,55.447,51.5,9.7,1.539,1.659
117.991,55.621,51.9,9.7,1.543,1.662
118.314,55.805,52.0,9.7,1.548,1.667
118.685,56.014,52.1,9.5,1.552,1.671
118.924,56.147,51.7,9.6,1.557,1.672
119.244,56.324,51.9,9.6,1.565,1.677
119.573,56.503,51.3,9.8,1.567,1.683
119.883,56.671,51.2,9.9,1.574,1.686
120.201,56.841,50.7,9.9,1.575,1.694
120.526,57.013,50.4,10.1,1.584,1.697
120.87,57.193,50.6,9.9,1.59,1.702
121.185,57.356,51.0,9.9,1.595,1.708
121.518,57.526,51.5,9.6,1.602,1.711
121.87,57.704,52.1,9.4,1.611,1.72
122.209,57.873,51.9,9.2,1.619,1.721
122.534,58.034,51.8,9.2,1.62,1.725
122.872,58.199,51.7,9.3,1.627,1.729
123.319,58.414,51.1,9.6,1.629,1.734
123.591,58.544,51.2,9.5,1.637,1.737
123.921,58.699,51.4,9.5,1.642,1.738
124.276,58.864,52.4,9.2,1.645,1.744
124.652,59.037,53.1,9.0,1.654,1.748
125.018,59.203,52.7,9.0,1.661,1.752
125.36,59.356,52.2,9.1,1.663,1.754
125.727,59.518,52.4,9.1,1.67,1.756
126.114,59.687,53.2,8.7,1.672,1.76
126.488,59.848,53.4,8.6,1.675,1.763
126.846,60.001,53.3,8.6,1.68,1.768
127.22,60.157,53.7,8.6,1.694,1.773
127.627,60.326,54.1,8.4,1.702,1.778
127.988,60.473,54.7,8.2,1.713,1.782
128.377,60.63,55.0,7.9,1.71,1.783
128.77,60.786,55.2,8.0,1.713,1.784
129.191,60.951,56.0,7.7,1.719,1.789
129.565,61.096,56.2,7.6,1.722,1.793
129.968,61.249,55.4,7.8,1.723,1.796
130.38,61.404,56.0,7.8,1.725,1.799
130.803,61.56,56.3,7.7,1.731,1.799
131.196,61.704,56.2,7.7,1.735,1.802
131.606,61.851,56.3,7.6,1.735,1.808
132.026,62.0,56.1,7.5,1.742,1.813
132.47,62.154,55.7,7.6,1.741,1.815
132.877,62.294,55.8,7.7,1.746,1.817
133.308,62.44,56.2,7.4,1.751,1.825
133.743,62.584,55.7,7.5,1.758,1.827
134.203,62.735,56.1,7.4,1.76,1.829
134.624,62.871,56.4,7.4,1.765,1.832
135.07,63.012,56.9,7.3,1.769,1.836
135.513,63.15,55.8,7.3,1.774,1.841
135.989,63.296,55.6,7.6,1.778,1.843
136.425,63.427,56.3,7.5,1.781,1.845
136.887,63.564,56.9,7.1,1.789,1.853
137.382,63.709,56.8,7.1,1.796,1.86
137.845,63.841,56.2,7.2,1.795,1.861
138.296,63.968,55.7,7.2,1.805,1.868
138.774,64.1,55.7,7.2,1.795,1.862
139.255,64.231,55.4,7.2,1.796,1.861
139.765,64.367,55.5,7.3,1.803,1.868
140.231,64.489,56.3,7.2,1.807,1.872
140.718,64.614,56.9,6.9,1.812,1.875
141.224,64.741,57.3,6.8,1.81,1.872
141.743,64.869,57.1,6.8,1.813,1.872
142.225,64.986,57.5,6.9,1.805,1.873
142.736,65.108,58.0,6.7,1.814,1.872
143.276,65.234,57.6,6.5,1.815,1.877
143.795,65.352,57.4,6.6,1.813,1.876
144.286,65.462,57.4,6.5,1.815,1.874
144.822,65.579,57.5,6.8,1.82,1.879
145.379,65.699,58.1,6.5,1.833,1.887
145.916,65.811,58.1,6.5,1.824,1.88
146.422,65.915,58.3,6.3,1.825,1.884
146.976,66.027,57.6,6.6,1.836,1.89
147.543,66.138,58.1,6.5,1.832,1.89
148.096,66.244,58.4,6.4,1.834,1.89
148.627,66.344,58.5,6.2,1.832,1.894
149.189,66.447,58.3,6.4,1.829,1.89
149.782,66.553,57.9,6.5,1.832,1.893
150.343,66.651,58.3,6.5,1.831,1.89
150.9,66.746,58.8,6.3,1.845,1.903
151.469,66.84,58.9,6.3,1.833,1.9
152.089,66.94,58.6,6.3,1.842,1.901
152.638,67.027,58.6,6.3,1.841,1.901
153.239,67.119,58.7,6.3,1.839,1.902
153.418,67.146,58.6,6.3,1.839,1.901
154.014,67.234,58.1,6.3,1.848,1.904
154.614,67.321,58.3,6.4,1.847,1.907
155.247,67.409,58.4,6.3,1.843,1.906
155.826,67.488,58.6,6.4,1.847,1.909
156.429,67.567,59.1,6.2,1.846,1.907
157.083,67.651,58.8,6.2,1.855,1.914
157.693,67.726,58.3,6.3,1.848,1.913
