azimuth,elevation,temperature,humidity,vPanel,vPyra
237.371,59.674,48.6,7.3,1.189,1.777
237.802,59.468,48.1,7.7,1.145,1.756
238.223,59.264,48.9,7.3,1.033,1.508
238.644,59.056,46.9,8.1,0.864,1.329
239.057,58.849,45.6,8.4,0.555,0.804
239.47,58.639,43.6,9.7,0.439,0.646
239.869,58.434,42.4,9.9,0.441,0.668
240.279,58.22,41.3,10.8,0.589,0.901
240.675,58.01,41.9,10.2,0.758,1.092
241.083,57.791,43.3,9.4,0.714,1.1
241.461,57.586,43.8,9.0,0.774,1.166
241.846,57.373,45.6,8.4,1.034,1.615
242.227,57.161,47.2,8.1,0.783,1.159
242.624,56.936,45.0,8.1,0.863,1.194
242.997,56.721,44.7,8.4,0.674,1.002
243.367,56.506,44.3,8.1,0.884,1.187
243.725,56.296,43.3,8.5,0.567,0.819
244.093,56.077,41.3,9.6,0.504,0.701
244.467,55.851,41.1,9.9,0.481,0.666
244.81,55.642,39.5,10.7,0.55,0.806
245.168,55.421,38.9,11.4,0.659,0.944
245.518,55.202,39.7,11.3,0.815,1.099
245.87,54.979,41.0,10.7,0.642,0.93
246.214,54.759,41.5,9.7,0.604,0.876
246.56,54.535,41.3,9.4,0.55,0.756
246.912,54.305,40.2,10.1,0.591,0.87
247.251,54.08,41.4,10.0,0.501,0.673
247.584,53.858,40.3,10.4,0.412,0.553
247.905,53.641,40.9,10.7,0.394,0.528
248.232,53.417,39.6,10.7,0.429,0.587
248.556,53.193,39.9,10.8,0.46,0.652
248.882,52.966,41.3,10.1,0.551,0.784
249.201,52.741,42.2,9.5,0.846,1.264
249.521,52.512,44.7,8.3,0.611,0.867
249.848,52.277,43.4,8.7,0.678,1.029
250.159,52.051,42.2,9.3,0.809,1.193
250.464,51.827,42.0,9.3,0.909,1.386
250.766,51.603,42.1,9.5,0.93,1.555
251.074,51.372,45.0,8.4,1.129,1.676
251.376,51.144,44.0,8.8,1.202,1.838
