azimuth,elevation,temperature,humidity,vPanel,vPyra
93.577,29.3,35.2,20.3,0.628,0.927
93.754,29.499,35.8,19.7,0.637,0.932
93.933,29.698,36.4,19.2,0.643,0.937
94.111,29.896,36.7,18.9,0.648,0.943
94.301,30.108,36.7,18.8,0.656,0.952
94.467,30.291,37.1,18.5,0.663,0.959
94.646,30.49,37.0,18.5,0.67,0.966
94.827,30.689,37.2,18.4,0.676,0.974
95.007,30.887,37.3,18.1,0.68,0.977
95.189,31.086,37.6,17.8,0.688,0.983
95.37,31.285,38.2,17.3,0.694,0.988
95.549,31.48,38.4,17.1,0.701,0.996
95.732,31.678,38.0,17.5,0.706,1.002
95.915,31.877,38.3,17.0,0.712,1.008
96.099,32.075,38.7,16.8,0.718,1.013
96.283,32.273,39.4,16.2,0.724,1.019
96.464,32.468,39.9,15.8,0.73,1.025
96.643,32.66,40.3,15.6,0.74,1.033
96.826,32.855,40.6,15.5,0.746,1.041
97.009,33.05,40.9,15.3,0.752,1.047
97.193,33.245,40.6,15.1,0.757,1.055
97.377,33.44,40.7,15.1,0.766,1.063
97.562,33.634,41.2,15.1,0.773,1.069
97.75,33.832,41.3,14.9,0.779,1.076
97.939,34.029,41.6,14.8,0.786,1.082
98.125,34.224,41.8,14.4,0.794,1.09
98.315,34.421,41.9,14.1,0.8,1.097
98.506,34.619,42.5,13.9,0.806,1.104
98.697,34.816,42.9,13.4,0.812,1.11
98.889,35.013,43.2,13.0,0.819,1.117
99.081,35.21,42.4,13.3,0.825,1.123
99.275,35.407,42.2,13.5,0.83,1.128
99.465,35.601,42.3,13.5,0.836,1.134
99.66,35.797,42.6,13.0,0.843,1.14
99.855,35.994,42.9,13.1,0.85,1.146
100.05,36.19,43.4,12.4,0.855,1.154
100.247,36.387,43.2,12.5,0.862,1.162
100.444,36.583,42.7,12.6,0.87,1.167
100.654,36.792,43.3,12.4,0.879,1.173
100.84,36.975,43.3,12.3,0.883,1.179
101.039,37.171,43.2,12.3,0.89,1.188
101.236,37.364,43.8,12.1,0.897,1.193
101.436,37.559,44.5,11.6,0.902,1.197
101.638,37.755,44.8,11.5,0.908,1.205
101.836,37.947,45.0,11.4,0.913,1.208
102.036,38.139,45.2,11.3,0.918,1.213
102.236,38.331,45.7,11.1,0.923,1.219
102.438,38.523,46.2,10.5,0.931,1.227
102.636,38.711,46.7,10.3,0.937,1.234
102.839,38.903,47.2,10.1,0.939,1.236
103.046,39.097,47.2,10.1,0.949,1.243
103.25,39.288,47.4,10.2,0.954,1.248
103.458,39.482,47.9,10.0,0.959,1.255
103.668,39.676,48.3,9.9,0.964,1.259
103.878,39.87,48.4,9.7,0.971,1.267
104.089,40.064,48.4,9.5,0.975,1.271
104.297,40.254,48.5,9.5,0.981,1.278
104.51,40.447,48.8,9.4,0.985,1.286
104.723,40.64,48.7,9.5,0.99,1.292
104.938,40.833,46.5,10.5,0.995,1.298
105.153,41.026,46.2,11.0,1.002,1.305
105.37,41.218,46.7,10.6,1.006,1.308
105.587,41.411,46.8,10.5,1.01,1.314
105.802,41.6,47.5,10.1,1.014,1.318
106.021,41.791,48.2,9.8,1.022,1.326
106.242,41.983,48.0,9.7,1.024,1.328
106.463,42.174,47.5,10.0,1.031,1.336
106.685,42.366,47.4,9.9,1.037,1.343
106.909,42.557,47.9,9.5,1.039,1.344
107.133,42.747,47.3,9.7,1.045,1.349
107.358,42.938,47.7,9.6,1.05,1.355
107.578,43.122,48.3,9.4,1.057,1.359
107.802,43.309,48.6,9.3,1.061,1.362
108.027,43.496,49.0,9.0,1.066,1.37
108.253,43.683,49.4,8.8,1.078,1.38
108.48,43.869,50.0,8.6,1.084,1.385
108.708,44.055,50.5,8.3,1.096,1.393
108.938,44.241,50.1,8.4,1.098,1.394
109.168,44.427,48.8,9.0,1.089,1.39
109.403,44.615,48.1,9.1,1.091,1.389
109.697,44.848,46.3,10.1,1.099,1.395
109.878,44.991,46.3,10.1,1.108,1.403
110.117,45.178,46.6,9.8,1.12,1.412
110.357,45.365,46.6,9.8,1.132,1.42
110.599,45.552,47.6,9.4,1.141,1.427
110.841,45.739,48.9,8.8,1.153,1.434
111.086,45.925,50.1,8.4,1.162,1.442
111.327,46.108,50.6,8.1,1.169,1.445
111.574,46.294,50.5,8.1,1.177,1.451
111.822,46.479,49.2,8.7,1.184,1.457
112.071,46.664,49.9,8.4,1.195,1.465
112.322,46.849,51.0,8.1,1.202,1.471
112.574,47.034,52.1,7.8,1.211,1.475
112.824,47.215,52.4,7.5,1.217,1.482
113.074,47.396,52.3,7.5,1.224,1.487
113.323,47.573,52.3,7.3,1.232,1.493
113.576,47.753,51.9,7.5,1.236,1.497
113.831,47.933,51.4,7.9,1.243,1.502
114.092,48.115,48.3,9.0,1.241,1.506
114.354,48.297,47.5,9.3,1.245,1.51
114.622,48.482,47.9,9.3,1.249,1.512
114.883,48.66,49.2,8.8,1.26,1.52
115.15,48.841,50.3,8.3,1.268,1.524
115.414,49.018,51.2,8.1,1.282,1.531
115.684,49.198,51.8,7.6,1.291,1.537
115.956,49.378,50.6,7.9,1.293,1.541
116.229,49.557,51.1,8.0,1.3,1.546
116.504,49.736,50.7,8.0,1.307,1.552
116.781,49.914,51.2,7.9,1.317,1.558
117.081,50.106,50.9,7.7,1.32,1.562
117.339,50.27,50.3,8.0,1.328,1.571
117.616,50.444,51.2,7.7,1.338,1.577
117.891,50.615,51.4,7.3,1.349,1.587
118.172,50.788,51.4,7.5,1.367,1.6
118.454,50.961,51.6,7.4,1.382,1.616
118.738,51.133,52.9,7.0,1.399,1.632
119.029,51.308,53.9,6.5,1.418,1.646
119.321,51.482,54.7,6.3,1.419,1.632
119.616,51.656,55.7,6.1,1.414,1.645
119.912,51.829,55.3,6.0,1.091,1.392
120.205,51.999,52.1,7.1,1.022,1.296
120.505,52.171,50.9,8.0,0.968,1.228
120.812,52.346,48.5,8.5,1.031,1.314
121.112,52.514,47.5,9.1,0.971,1.256
121.423,52.687,47.4,9.2,1.099,1.391
121.726,52.854,47.3,9.1,1.148,1.413
122.036,53.024,47.3,9.1,1.153,1.448
122.348,53.193,47.5,9.2,1.105,1.378
122.658,53.358,47.3,9.0,1.094,1.362
122.969,53.523,48.3,8.6,1.022,1.312
123.283,53.688,49.3,8.1,1.057,1.323
123.598,53.852,49.6,7.8,0.996,1.261
123.916,54.015,49.6,7.7,1.072,1.365
124.236,54.177,48.9,8.2,1.051,1.339
124.564,54.342,48.6,8.3,0.933,1.171
124.893,54.506,48.2,8.3,0.915,1.139
125.225,54.669,47.2,8.8,0.845,1.064
125.554,54.829,46.8,9.1,0.88,1.097
125.89,54.991,47.2,8.9,0.92,1.177
126.229,55.153,47.6,8.8,0.877,1.091
126.571,55.313,47.7,9.0,0.866,1.099
126.914,55.473,47.3,9.0,0.863,1.089
