created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2017-07-27 09:21:36 UTC,39,46.2,14.2,1.151,1.376,3.882,0.489,1.694
2017-07-27 09:22:39 UTC,40,46.6,13.8,1.163,1.382,3.888,0.489,1.693
2017-07-27 09:23:42 UTC,41,45.6,14.5,1.160,1.380,3.892,0.489,1.693
2017-07-27 09:24:45 UTC,42,45.2,14.9,1.164,1.383,3.896,0.489,1.693
2017-07-27 09:25:48 UTC,43,45.8,14.6,1.173,1.391,3.899,0.489,1.693
2017-07-27 09:26:51 UTC,44,45.6,14.6,1.185,1.396,3.904,0.489,1.693
2017-07-27 09:27:53 UTC,45,46.2,14.2,1.195,1.402,3.909,0.489,1.693
2017-07-27 09:28:55 UTC,46,46.5,13.9,1.201,1.406,3.912,0.489,1.693
2017-07-27 09:29:58 UTC,47,46.1,14.7,1.208,1.412,3.916,0.489,1.693
2017-07-27 09:31:01 UTC,48,43.8,15.8,1.211,1.416,3.921,0.489,1.694
2017-07-27 09:32:05 UTC,49,42.8,16.8,1.218,1.421,3.924,0.489,1.693
2017-07-27 09:33:06 UTC,50,43.0,16.7,1.223,1.424,3.929,0.490,1.694
2017-07-27 09:34:10 UTC,51,43.9,16.1,1.232,1.429,3.929,0.489,1.693
2017-07-27 09:35:13 UTC,52,44.3,15.9,1.239,1.436,3.933,0.489,1.694
2017-07-27 09:36:16 UTC,53,43.4,16.4,1.249,1.440,3.936,0.489,1.693
2017-07-27 09:37:18 UTC,54,43.4,16.5,1.251,1.441,3.938,0.489,1.694
2017-07-27 09:38:21 UTC,55,42.9,17.0,1.261,1.447,3.941,0.489,1.693
2017-07-27 09:39:24 UTC,56,42.6,16.9,1.270,1.454,3.944,0.489,1.694
2017-07-27 09:40:28 UTC,57,43.6,16.8,1.270,1.452,3.947,0.489,1.693
2017-07-27 09:41:30 UTC,58,43.4,16.1,1.273,1.455,3.948,0.489,1.694
2017-07-27 09:42:33 UTC,59,42.6,16.7,1.286,1.463,3.952,0.490,1.693
2017-07-27 09:43:36 UTC,60,43.4,16.2,1.295,1.468,3.955,0.489,1.694
2017-07-27 09:44:39 UTC,61,42.5,16.4,1.306,1.478,3.958,0.490,1.694
2017-07-27 09:45:45 UTC,62,43.1,16.2,1.317,1.484,3.961,0.489,1.693
2017-07-27 09:46:44 UTC,63,43.6,16.0,1.327,1.489,3.962,0.489,1.693
2017-07-27 09:47:47 UTC,64,44.2,15.5,1.336,1.495,3.966,0.490,1.694
2017-07-27 09:48:51 UTC,65,44.4,15.1,1.342,1.498,3.968,0.489,1.694
2017-07-27 09:49:53 UTC,66,44.8,14.9,1.344,1.500,3.970,0.489,1.694
2017-07-27 09:50:57 UTC,67,43.1,16.1,1.350,1.506,3.972,0.489,1.693
2017-07-27 09:51:59 UTC,68,42.9,16.0,1.346,1.506,3.974,0.489,1.693
2017-07-27 09:53:01 UTC,69,44.5,15.5,1.369,1.519,3.976,0.490,1.693
2017-07-27 09:54:05 UTC,70,43.6,15.7,1.375,1.522,3.979,0.490,1.694
2017-07-27 09:55:10 UTC,71,43.9,15.5,1.380,1.528,3.981,0.489,1.693
2017-07-27 09:56:12 UTC,72,44.9,15.2,1.375,1.522,3.981,0.490,1.694
2017-07-27 09:57:13 UTC,73,46.2,14.4,1.381,1.523,3.982,0.489,1.693
2017-07-27 09:58:16 UTC,74,47.1,13.8,1.399,1.535,3.984,0.489,1.693
2017-07-27 09:59:19 UTC,75,47.7,13.6,1.399,1.536,3.985,0.489,1.694
2017-07-27 10:00:21 UTC,76,47.1,13.4,1.414,1.545,3.987,0.489,1.694
2017-07-27 10:01:24 UTC,77,47.8,13.3,1.426,1.554,3.989,0.489,1.693
2017-07-27 10:02:27 UTC,78,47.1,13.3,1.440,1.567,3.991,0.489,1.693
2017-07-27 10:03:32 UTC,79,45.6,14.2,1.450,1.578,3.994,0.489,1.693
2017-07-27 10:04:32 UTC,80,45.5,14.7,1.457,1.582,3.996,0.489,1.693
2017-07-27 10:05:36 UTC,81,45.6,14.4,1.459,1.588,3.998,0.489,1.693
2017-07-27 10:06:39 UTC,82,46.0,14.1,1.464,1.591,4.002,0.489,1.693
2017-07-27 10:07:42 UTC,83,47.2,13.7,1.469,1.593,4.002,0.489,1.693
2017-07-27 10:08:44 UTC,84,47.3,13.1,1.481,1.599,4.001,0.489,1.693
2017-07-27 10:09:47 UTC,85,46.0,13.8,1.475,1.599,4.002,0.489,1.693
2017-07-27 10:10:50 UTC,86,45.9,13.8,1.488,1.610,4.002,0.489,1.693
2017-07-27 10:11:53 UTC,87,45.9,13.6,1.491,1.613,4.003,0.489,1.693
2017-07-27 10:12:56 UTC,88,44.2,14.2,1.503,1.622,4.003,0.489,1.693
2017-07-27 10:13:59 UTC,89,44.1,14.5,1.514,1.630,4.002,0.489,1.693
2017-07-27 10:15:02 UTC,90,43.9,14.4,1.515,1.631,4.003,0.489,1.693
2017-07-27 10:16:05 UTC,91,43.7,14.8,1.523,1.638,4.003,0.489,1.693
2017-07-27 10:17:09 UTC,92,45.7,12.9,1.525,1.640,4.001,0.489,1.693
2017-07-27 10:18:13 UTC,93,46.0,13.4,1.526,1.639,4.002,0.489,1.693
2017-07-27 10:19:13 UTC,94,46.9,13.1,1.535,1.643,4.000,0.489,1.693
2017-07-27 10:21:21 UTC,95,47.6,11.8,1.543,1.648,4.001,0.489,1.693
2017-07-27 10:22:22 UTC,96,47.3,12.5,1.548,1.653,4.001,0.489,1.693
2017-07-27 10:23:24 UTC,97,48.5,11.9,1.558,1.658,4.001,0.489,1.693
2017-07-27 10:24:27 UTC,98,49.6,11.3,1.569,1.667,3.999,0.489,1.693
2017-07-27 10:25:31 UTC,99,50.1,11.0,1.582,1.672,4.000,0.489,1.693
2017-07-27 10:26:34 UTC,100,50.5,10.7,1.586,1.674,4.001,0.489,1.693
2017-07-27 10:27:36 UTC,101,51.2,10.3,1.595,1.680,4.002,0.489,1.693
2017-07-27 10:28:39 UTC,102,48.8,11.2,1.599,1.684,4.004,0.489,1.693
2017-07-27 10:29:41 UTC,103,48.2,11.3,1.601,1.688,4.005,0.489,1.693
2017-07-27 10:30:44 UTC,104,48.4,11.4,1.601,1.688,4.005,0.489,1.693
2017-07-27 10:31:47 UTC,105,49.3,10.8,1.603,1.690,4.004,0.489,1.693
2017-07-27 10:32:51 UTC,106,49.6,11.5,1.609,1.694,4.005,0.489,1.693
2017-07-27 10:33:53 UTC,107,49.1,10.8,1.618,1.701,4.004,0.489,1.692
2017-07-27 10:34:56 UTC,108,46.6,11.9,1.620,1.706,4.005,0.489,1.693
2017-07-27 10:37:02 UTC,109,46.4,11.9,1.627,1.712,4.006,0.489,1.693
2017-07-27 10:38:04 UTC,110,46.1,12.6,1.629,1.718,4.006,0.489,1.693
2017-07-27 10:39:09 UTC,111,47.8,11.9,1.632,1.717,4.004,0.489,1.693
2017-07-27 10:40:11 UTC,112,47.6,11.9,1.633,1.717,4.004,0.489,1.693
2017-07-27 10:41:14 UTC,113,47.3,12.2,1.638,1.720,4.004,0.489,1.693
2017-07-27 10:42:17 UTC,114,46.7,12.2,1.640,1.724,4.005,0.489,1.693
2017-07-27 10:43:20 UTC,115,47.5,12.0,1.647,1.729,4.004,0.489,1.693
2017-07-27 10:44:22 UTC,116,47.7,11.8,1.655,1.732,4.005,0.489,1.693
2017-07-27 10:45:25 UTC,117,48.2,11.6,1.666,1.738,4.004,0.489,1.693
2017-07-27 10:46:28 UTC,118,48.4,11.6,1.665,1.738,4.006,0.489,1.692
2017-07-27 10:47:30 UTC,119,49.1,11.0,1.669,1.742,4.006,0.489,1.694
2017-07-27 10:48:34 UTC,120,48.4,11.2,1.668,1.743,4.007,0.489,1.693
2017-07-27 10:49:37 UTC,121,47.2,11.9,1.671,1.745,4.008,0.489,1.693
2017-07-27 10:50:39 UTC,122,46.8,11.8,1.675,1.749,4.008,0.489,1.693
2017-07-27 10:51:41 UTC,123,46.0,12.1,1.677,1.752,4.008,0.489,1.693
2017-07-27 10:52:44 UTC,124,46.7,12.0,1.677,1.752,4.008,0.489,1.693
2017-07-27 10:53:47 UTC,125,47.2,12.0,1.679,1.754,4.008,0.489,1.693
2017-07-27 10:54:50 UTC,126,48.0,11.8,1.689,1.759,4.008,0.489,1.693
2017-07-27 10:55:52 UTC,127,48.8,11.0,1.701,1.766,4.008,0.489,1.693
2017-07-27 10:56:55 UTC,128,48.6,11.3,1.700,1.764,4.008,0.489,1.693
2017-07-27 10:57:59 UTC,129,49.8,10.9,1.708,1.770,4.006,0.489,1.694
2017-07-27 10:58:59 UTC,130,50.8,10.4,1.712,1.771,4.007,0.489,1.693
2017-07-27 11:00:03 UTC,131,51.0,10.5,1.713,1.773,4.007,0.489,1.693
2017-07-27 11:01:06 UTC,132,50.2,10.4,1.717,1.773,4.005,0.489,1.693
2017-07-27 11:02:09 UTC,133,50.7,10.3,1.716,1.773,4.007,0.489,1.693
2017-07-27 11:03:11 UTC,134,50.5,10.3,1.724,1.780,4.007,0.489,1.693
2017-07-27 11:04:14 UTC,135,49.7,10.5,1.728,1.784,4.009,0.489,1.693
2017-07-27 11:05:17 UTC,136,48.7,11.4,1.725,1.785,4.010,0.489,1.693
2017-07-27 11:06:20 UTC,137,50.0,11.1,1.732,1.788,4.010,0.489,1.693
2017-07-27 11:07:22 UTC,138,48.9,11.2,1.726,1.785,4.010,0.489,1.693
2017-07-27 11:08:25 UTC,139,48.5,11.5,1.727,1.788,4.011,0.489,1.693
2017-07-27 11:09:27 UTC,140,49.0,11.1,1.736,1.794,4.011,0.489,1.693
2017-07-27 11:10:33 UTC,141,50.0,10.8,1.744,1.801,4.011,0.489,1.693
2017-07-27 11:11:34 UTC,142,50.7,10.4,1.746,1.801,4.010,0.489,1.693
2017-07-27 11:12:37 UTC,143,51.1,10.1,1.752,1.806,4.010,0.489,1.693
2017-07-27 11:13:39 UTC,144,48.5,11.2,1.755,1.810,4.010,0.489,1.693
2017-07-27 11:14:42 UTC,145,47.9,11.3,1.754,1.812,4.010,0.489,1.693
2017-07-27 11:15:48 UTC,146,46.8,12.2,1.751,1.811,4.011,0.489,1.693
2017-07-27 11:16:48 UTC,147,47.4,11.8,1.746,1.806,4.011,0.489,1.693
2017-07-27 11:17:50 UTC,148,47.3,11.7,1.743,1.806,4.011,0.489,1.693
2017-07-27 11:18:52 UTC,149,47.2,11.9,1.744,1.808,4.011,0.489,1.693
2017-07-27 11:19:55 UTC,150,47.7,11.6,1.750,1.813,4.002,0.489,1.693
2017-07-27 11:20:59 UTC,151,48.6,11.1,1.757,1.817,4.001,0.489,1.693
2017-07-27 11:22:01 UTC,152,48.2,11.2,1.759,1.818,4.000,0.489,1.693
2017-07-27 11:23:03 UTC,153,47.4,11.7,1.761,1.821,4.001,0.489,1.694
2017-07-27 11:24:06 UTC,154,47.9,11.7,1.763,1.825,4.000,0.489,1.694
2017-07-27 11:25:10 UTC,155,48.0,11.8,1.761,1.822,4.000,0.489,1.693
2017-07-27 11:26:11 UTC,156,49.2,11.3,1.758,1.821,4.002,0.489,1.693
2017-07-27 11:27:13 UTC,157,49.0,11.5,1.764,1.826,4.000,0.489,1.693
2017-07-27 11:28:17 UTC,158,49.0,10.9,1.766,1.827,4.001,0.489,1.693
2017-07-27 11:29:20 UTC,159,49.4,10.9,1.766,1.827,4.000,0.489,1.693
2017-07-27 11:30:22 UTC,160,50.0,10.9,1.774,1.830,4.000,0.489,1.693
2017-07-27 11:31:24 UTC,161,48.6,11.0,1.777,1.834,4.000,0.489,1.693
2017-07-27 11:32:33 UTC,162,48.6,11.3,1.785,1.839,4.000,0.489,1.694
2017-07-27 11:33:30 UTC,163,45.6,12.6,1.785,1.843,3.999,0.489,1.693
2017-07-27 11:34:33 UTC,164,45.1,13.0,1.782,1.846,4.000,0.490,1.693
2017-07-27 11:35:36 UTC,165,45.9,13.1,1.780,1.844,4.000,0.489,1.693
2017-07-27 11:36:39 UTC,166,47.2,12.5,1.789,1.850,3.999,0.489,1.693
2017-07-27 11:37:42 UTC,167,49.2,11.6,1.799,1.854,4.002,0.489,1.693
2017-07-27 11:38:45 UTC,168,50.4,10.8,1.811,1.864,3.999,0.489,1.693
2017-07-27 11:39:47 UTC,169,52.2,10.1,1.810,1.860,3.998,0.489,1.693
2017-07-27 11:40:51 UTC,170,53.1,9.5,1.809,1.858,3.998,0.489,1.693
2017-07-27 11:41:53 UTC,171,53.8,9.0,1.821,1.869,3.994,0.489,1.693
2017-07-27 11:42:56 UTC,172,49.7,10.9,1.821,1.876,3.995,0.489,1.693
2017-07-27 11:43:59 UTC,173,51.6,10.3,1.807,1.863,3.996,0.489,1.693
2017-07-27 11:45:02 UTC,174,52.2,9.5,1.803,1.860,3.995,0.489,1.693
2017-07-27 11:46:05 UTC,175,52.3,9.6,1.810,1.867,3.995,0.489,1.693
2017-07-27 11:47:08 UTC,176,53.8,9.2,1.823,1.876,3.995,0.489,1.693
2017-07-27 11:48:10 UTC,177,54.2,8.8,1.826,1.876,3.995,0.489,1.693
2017-07-27 11:49:13 UTC,178,54.3,9.0,1.823,1.876,3.992,0.489,1.693
2017-07-27 11:50:19 UTC,179,54.2,8.9,1.829,1.882,3.990,0.489,1.693
2017-07-27 11:51:20 UTC,180,54.3,9.0,1.833,1.884,3.989,0.489,1.693
2017-07-27 11:53:25 UTC,181,49.7,10.5,1.823,1.880,3.991,0.489,1.694
2017-07-27 11:54:28 UTC,182,47.2,11.8,1.816,1.880,3.993,0.489,1.693
2017-07-27 11:55:31 UTC,183,46.5,12.2,1.818,1.914,3.964,0.489,1.693
2017-07-27 11:56:34 UTC,184,47.6,11.8,1.798,1.881,3.970,0.490,1.693
2017-07-27 11:57:37 UTC,185,47.5,12.0,1.796,1.880,3.972,0.489,1.693
2017-07-27 11:58:39 UTC,186,47.5,11.5,1.791,1.877,3.974,0.489,1.693
2017-07-27 11:59:43 UTC,187,48.3,11.3,1.787,1.873,3.975,0.489,1.693
2017-07-27 12:00:49 UTC,188,50.0,10.7,1.783,1.868,3.976,0.489,1.693
2017-07-27 12:01:49 UTC,189,51.6,10.3,1.793,1.874,3.979,0.489,1.693
2017-07-27 12:02:51 UTC,190,53.1,9.5,1.797,1.876,3.979,0.489,1.693
2017-07-27 12:03:54 UTC,191,52.6,9.4,1.804,1.881,3.978,0.489,1.693
2017-07-27 12:04:57 UTC,192,53.6,9.1,1.806,1.884,3.978,0.489,1.693
2017-07-27 12:06:00 UTC,193,53.9,9.1,1.805,1.882,3.978,0.489,1.692
2017-07-27 12:07:02 UTC,194,54.4,8.7,1.807,1.882,3.977,0.489,1.693
2017-07-27 12:08:05 UTC,195,54.9,8.7,1.812,1.884,3.978,0.489,1.692
2017-07-27 12:09:11 UTC,196,53.8,9.1,1.809,1.886,3.978,0.489,1.693
2017-07-27 12:10:11 UTC,197,54.2,8.8,1.808,1.887,3.977,0.489,1.693
2017-07-27 12:11:13 UTC,198,55.2,8.4,1.810,1.891,3.978,0.489,1.692
2017-07-27 12:12:17 UTC,199,55.4,8.4,1.809,1.888,3.978,0.489,1.693
2017-07-27 12:13:19 UTC,200,55.0,8.6,1.818,1.894,3.978,0.489,1.692
2017-07-27 12:14:22 UTC,201,52.7,9.2,1.816,1.897,3.979,0.489,1.693
2017-07-27 12:15:28 UTC,202,52.0,10.0,1.823,1.905,3.979,0.489,1.693
2017-07-27 12:16:28 UTC,203,52.2,9.5,1.836,1.914,3.979,0.489,1.693
2017-07-27 12:17:31 UTC,204,52.3,9.1,1.831,1.911,3.978,0.489,1.693
2017-07-27 12:18:33 UTC,205,51.8,9.4,1.821,1.905,3.979,0.489,1.693
2017-07-27 12:20:38 UTC,206,54.7,8.7,1.808,1.896,3.978,0.489,1.693
2017-07-27 12:21:42 UTC,207,54.7,8.5,1.805,1.894,3.979,0.489,1.693
2017-07-27 12:22:46 UTC,208,55.0,8.1,1.802,1.894,3.976,0.489,1.692
2017-07-27 12:23:47 UTC,209,55.0,8.2,1.801,1.893,3.976,0.489,1.692
2017-07-27 12:24:50 UTC,210,54.3,8.4,1.795,1.893,3.975,0.489,1.693
2017-07-27 12:25:54 UTC,211,54.9,8.6,1.794,1.894,3.974,0.489,1.693
2017-07-27 12:26:56 UTC,212,51.9,9.3,1.786,1.892,3.976,0.489,1.693
2017-07-27 12:27:59 UTC,213,52.9,8.9,1.782,1.891,3.976,0.489,1.693
2017-07-27 12:29:01 UTC,214,54.3,8.4,1.777,1.887,3.975,0.489,1.694
2017-07-27 12:30:04 UTC,215,54.6,8.4,1.777,1.890,3.976,0.489,1.693
2017-07-27 12:31:06 UTC,216,54.1,8.7,1.780,1.897,3.976,0.489,1.693
2017-07-27 12:32:14 UTC,217,55.0,8.4,1.779,1.895,3.975,0.489,1.693
2017-07-27 12:33:13 UTC,218,53.2,9.2,1.776,1.894,3.975,0.489,1.693
2017-07-27 12:34:14 UTC,219,51.6,9.8,1.773,1.896,3.975,0.489,1.693
2017-07-27 12:35:17 UTC,220,48.4,10.7,1.763,1.896,3.977,0.489,1.693
2017-07-27 12:36:23 UTC,221,47.4,11.2,1.756,1.896,3.978,0.489,1.693
2017-07-27 12:37:23 UTC,222,48.8,10.8,1.749,1.890,3.978,0.489,1.693
2017-07-27 12:39:29 UTC,223,51.5,10.0,1.749,1.893,3.977,0.489,1.693
2017-07-27 12:41:33 UTC,224,52.5,9.3,1.747,1.893,3.976,0.489,1.693
2017-07-27 12:42:36 UTC,225,52.3,9.1,1.747,1.896,3.976,0.489,1.693
2017-07-27 12:43:40 UTC,226,53.1,8.9,1.745,1.896,3.975,0.489,1.693
2017-07-27 12:44:42 UTC,227,52.9,9.0,1.743,1.895,3.975,0.489,1.693
2017-07-27 12:45:45 UTC,228,51.9,9.3,1.734,1.891,3.974,0.489,1.693
2017-07-27 12:46:48 UTC,229,51.5,9.3,1.728,1.888,3.975,0.489,1.693
2017-07-27 12:47:51 UTC,230,52.7,9.3,1.727,1.888,3.975,0.489,1.692
2017-07-27 12:48:53 UTC,231,52.1,9.2,1.728,1.889,3.975,0.489,1.693
2017-07-27 12:49:56 UTC,232,52.3,9.3,1.724,1.888,3.975,0.489,1.693
2017-07-27 12:50:59 UTC,233,54.5,8.4,1.720,1.883,3.973,0.489,1.693
2017-07-27 12:52:02 UTC,234,56.3,7.9,1.716,1.880,3.973,0.489,1.692
2017-07-27 12:53:08 UTC,235,56.9,7.7,1.718,1.884,3.971,0.489,1.693
2017-07-27 12:54:09 UTC,236,57.7,7.3,1.710,1.877,3.970,0.489,1.692
2017-07-27 12:55:13 UTC,237,56.3,7.8,1.709,1.878,3.969,0.489,1.693
2017-07-27 12:56:17 UTC,238,57.1,7.6,1.710,1.878,3.968,0.489,1.693
2017-07-27 12:57:17 UTC,239,57.2,7.7,1.723,1.879,3.967,0.489,1.693
2017-07-27 12:58:20 UTC,240,56.9,7.5,1.730,1.876,3.963,0.489,1.693
2017-07-27 12:59:22 UTC,241,57.5,7.4,1.732,1.874,3.963,0.489,1.692
2017-07-27 13:00:25 UTC,242,56.0,7.8,1.731,1.861,3.966,0.489,1.693
2017-07-27 13:01:28 UTC,243,55.9,8.0,1.724,1.855,3.966,0.489,1.692
2017-07-27 13:02:32 UTC,244,56.4,7.8,1.729,1.862,3.966,0.489,1.693
2017-07-27 13:03:34 UTC,245,57.0,7.7,1.725,1.860,3.965,0.489,1.693
2017-07-27 13:04:36 UTC,246,58.2,7.3,1.721,1.856,3.965,0.489,1.693
2017-07-27 13:05:39 UTC,247,58.5,7.2,1.713,1.860,3.966,0.489,1.693
2017-07-27 13:06:42 UTC,248,58.3,7.1,1.710,1.863,3.966,0.489,1.692
2017-07-27 13:07:45 UTC,249,57.6,7.4,1.710,1.868,3.966,0.489,1.693
2017-07-27 13:08:47 UTC,250,57.6,7.6,1.711,1.873,3.965,0.489,1.692
2017-07-27 13:09:49 UTC,251,56.7,7.6,1.708,1.878,3.967,0.489,1.692
2017-07-27 13:10:52 UTC,252,56.6,7.4,1.681,1.867,3.967,0.489,1.692
2017-07-27 13:11:55 UTC,253,55.7,7.7,1.682,1.871,3.971,0.489,1.692
2017-07-27 13:12:58 UTC,254,55.0,7.9,1.673,1.869,3.970,0.489,1.692
2017-07-27 13:14:00 UTC,255,55.2,8.0,1.667,1.864,3.971,0.489,1.692
2017-07-27 13:15:03 UTC,256,54.1,8.2,1.651,1.859,3.971,0.489,1.693
2017-07-27 13:16:06 UTC,257,52.7,8.6,1.642,1.853,3.972,0.489,1.692
2017-07-27 13:17:10 UTC,258,53.1,8.4,1.627,1.842,3.973,0.489,1.693
2017-07-27 13:18:13 UTC,259,55.0,7.9,1.626,1.844,3.972,0.489,1.693
2017-07-27 13:19:15 UTC,260,55.2,7.8,1.630,1.850,3.971,0.489,1.693
2017-07-27 13:20:17 UTC,261,53.4,8.2,1.634,1.854,3.973,0.489,1.692
2017-07-27 13:21:22 UTC,262,52.4,8.8,1.641,1.866,3.973,0.489,1.692
2017-07-27 13:22:23 UTC,263,52.9,8.7,1.642,1.867,3.973,0.489,1.693
2017-07-27 13:23:28 UTC,264,52.1,8.8,1.636,1.863,3.973,0.489,1.693
2017-07-27 13:24:27 UTC,265,52.7,8.5,1.632,1.860,3.972,0.489,1.693
2017-07-27 13:25:32 UTC,266,53.6,8.2,1.629,1.860,3.973,0.489,1.693
2017-07-27 13:26:34 UTC,267,52.9,8.4,1.618,1.852,3.973,0.489,1.692
2017-07-27 13:27:37 UTC,268,53.9,8.2,1.612,1.849,3.972,0.489,1.692
2017-07-27 13:28:39 UTC,269,53.8,8.1,1.602,1.843,3.973,0.489,1.693
2017-07-27 13:29:42 UTC,270,53.6,8.1,1.594,1.838,3.973,0.489,1.692
2017-07-27 13:30:45 UTC,271,55.4,7.6,1.590,1.832,3.972,0.489,1.693
2017-07-27 13:31:48 UTC,272,55.8,7.6,1.586,1.831,3.973,0.489,1.692
2017-07-27 13:32:51 UTC,273,56.5,7.3,1.579,1.828,3.972,0.489,1.692
2017-07-27 13:33:53 UTC,274,57.4,7.1,1.579,1.828,3.971,0.489,1.693
2017-07-27 13:34:56 UTC,275,57.6,7.0,1.570,1.823,3.971,0.489,1.693
2017-07-27 13:35:58 UTC,276,56.1,7.3,1.568,1.822,3.972,0.489,1.692
2017-07-27 13:37:01 UTC,277,56.4,7.2,1.557,1.813,3.971,0.489,1.692
2017-07-27 13:38:04 UTC,278,56.3,7.2,1.550,1.809,3.971,0.489,1.692
2017-07-27 13:39:08 UTC,279,57.5,7.1,1.550,1.810,3.971,0.489,1.692
2017-07-27 13:40:11 UTC,280,56.0,7.3,1.546,1.810,3.972,0.489,1.692
2017-07-27 13:41:13 UTC,281,53.8,8.0,1.537,1.807,3.973,0.489,1.693
2017-07-27 13:42:16 UTC,282,54.4,8.0,1.524,1.796,3.972,0.489,1.692
2017-07-27 13:43:27 UTC,283,55.4,7.7,1.520,1.798,3.972,0.489,1.692
2017-07-27 13:44:22 UTC,284,57.1,7.3,1.515,1.790,3.972,0.489,1.692
2017-07-27 13:45:27 UTC,285,57.4,7.2,1.508,1.788,3.971,0.489,1.692
2017-07-27 13:46:29 UTC,286,54.9,8.0,1.505,1.789,3.973,0.489,1.693
2017-07-27 13:49:36 UTC,287,54.4,7.9,1.497,1.786,3.973,0.489,1.693
2017-07-27 13:50:38 UTC,288,53.6,8.2,1.485,1.780,3.973,0.489,1.693
2017-07-27 13:51:40 UTC,289,52.5,8.5,1.480,1.776,3.972,0.489,1.692
2017-07-27 13:52:44 UTC,290,53.6,8.2,1.478,1.776,3.972,0.489,1.693
2017-07-27 13:53:47 UTC,291,53.4,8.5,1.470,1.772,3.972,0.489,1.693
2017-07-27 13:54:49 UTC,292,53.5,8.4,1.467,1.772,3.972,0.489,1.692
2017-07-27 13:55:51 UTC,293,53.2,8.5,1.458,1.769,3.972,0.489,1.692
2017-07-27 13:56:53 UTC,294,52.9,8.4,1.457,1.768,3.972,0.489,1.692
2017-07-27 13:57:56 UTC,295,52.6,8.6,1.452,1.768,3.973,0.489,1.693
2017-07-27 13:58:59 UTC,296,53.1,8.4,1.442,1.762,3.972,0.489,1.692
