azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14
133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525
134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523
134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529
135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532
135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536
136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533
137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527
137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527
138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529
138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536
139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542
140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552
140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557
141.403,66.17,48.4,9.7,1.517,142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563
142.039,66.319,48.6,9.3,1.525,142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574
142.689,66.468,47.4,9.9,1.523,143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581
143.364,66.618,47.2,9.8,1.529,144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582
144.029,66.762,47.3,10.0,1.532,144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584
144.657,66.895,46.5,10.7,1.536,145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584
145.336,67.035,46.6,10.4,1.533,146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589
146.021,67.173,47.0,10.3,1.527,146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595
146.705,67.306,46.2,10.7,1.527,147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612
147.423,67.442,45.7,11.1,1.529,148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366
148.13,67.572,45.4,11.4,1.536,148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632
148.834,67.698,45.3,11.1,1.542,149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603
149.527,67.818,44.7,10.8,1.552,150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583
150.283,67.945,45.5,10.5,1.557,150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58
150.99,68.06,44.6,10.9,1.563,151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587
151.712,68.173,42.5,11.8,1.574,152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593
152.48,68.29,44.2,11.3,1.581,153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576
153.235,68.402,44.8,10.8,1.582,153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576
153.997,68.51,45.9,10.6,1.584,154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592
154.736,68.611,45.7,10.7,1.584,155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58
155.531,68.716,47.4,10.0,1.589,156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588
156.262,68.809,49.1,9.3,1.595,157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585
157.05,68.906,48.1,9.8,1.612,157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588
157.834,68.998,47.5,10.1,1.366,158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606
158.675,69.093,48.0,10.0,1.632,159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581
159.429,69.175,49.0,9.4,1.603,160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585
160.252,69.26,47.2,10.3,1.583,161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584
161.08,69.341,47.3,10.4,1.58,161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584,172.93,70.104,51.9,7.0,1.585
161.893,69.418,48.5,9.7,1.587,162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584,172.93,70.104,51.9,7.0,1.585,173.763,70.131,52.3,7.2,1.583
162.721,69.492,49.2,9.3,1.593,163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584,172.93,70.104,51.9,7.0,1.585,173.763,70.131,52.3,7.2,1.583,174.643,70.155,51.1,8.3,1.582
163.512,69.559,49.0,9.5,1.576,164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584,172.93,70.104,51.9,7.0,1.585,173.763,70.131,52.3,7.2,1.583,174.643,70.155,51.1,8.3,1.582,175.56,70.177,49.8,9.1,1.571
164.351,69.626,48.8,9.6,1.576,165.183,69.689,49.7,9.1,1.592,166.031,69.75,51.3,8.9,1.58,166.872,69.806,51.3,8.3,1.588,167.729,69.86,51.0,8.3,1.585,168.578,69.909,52.2,7.8,1.588,169.442,69.955,49.7,8.6,1.606,170.298,69.997,50.3,8.3,1.581,171.158,70.036,49.8,8.4,1.585,172.065,70.073,50.6,8.0,1.584,172.93,70.104,51.9,7.0,1.585,173.763,70.131,52.3,7.2,1.583,174.643,70.155,51.1,8.3,1.582,175.56,70.177,49.8,9.1,1.571,176.433,70.194,50.4,9.0,1.567
