azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14
113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363
114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367
114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367
114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381
115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391
115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387
116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39
116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388
116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402
117.127,56.839,47.6,11.2,1.346,117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412
117.503,57.053,46.7,11.5,1.36,117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414
117.887,57.269,46.2,11.6,1.365,118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413
118.29,57.493,45.9,11.7,1.364,118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412
118.661,57.696,46.1,11.8,1.371,119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412
119.052,57.907,48.2,10.6,1.363,119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401
119.451,58.12,49.0,10.5,1.367,119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426
119.849,58.329,48.2,10.7,1.367,120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431
120.256,58.54,49.6,10.2,1.381,120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438
120.678,58.756,49.2,9.9,1.391,121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434
121.078,58.957,47.0,11.2,1.387,121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425
121.492,59.163,45.3,12.2,1.39,121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439
121.922,59.373,46.3,11.5,1.388,122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445
122.446,59.625,45.9,12.2,1.402,122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449
122.851,59.817,44.6,12.5,1.412,123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455
123.272,60.013,44.0,12.7,1.414,123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457
123.727,60.222,44.1,12.3,1.413,124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454
124.192,60.432,45.2,11.9,1.412,124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453
124.638,60.631,44.5,12.1,1.412,125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452
125.078,60.823,44.0,12.8,1.401,125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465
125.534,61.02,44.7,12.0,1.426,125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475
125.995,61.215,45.7,11.8,1.431,126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49
126.467,61.412,46.1,11.2,1.438,126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499
126.938,61.605,45.3,11.8,1.434,127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498
127.439,61.807,43.4,12.7,1.425,127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509
127.901,61.99,43.7,12.8,1.439,128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51
128.407,62.186,45.5,12.2,1.445,128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503
128.906,62.377,47.0,11.2,1.449,129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512
129.403,62.563,46.9,10.8,1.455,129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501
129.886,62.742,47.0,10.7,1.457,130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514
130.401,62.928,47.1,10.9,1.454,130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515
130.942,63.12,48.2,10.5,1.453,131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526
131.441,63.294,47.4,10.8,1.452,131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523
131.974,63.476,46.0,11.3,1.465,132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525
132.505,63.654,45.0,11.4,1.475,133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519
133.149,63.866,45.9,10.5,1.49,133.686,64.038,46.4,10.4,1.499,134.273,64.223,45.0,10.5,1.498,134.816,64.39,44.4,11.0,1.509,135.378,64.56,44.2,11.6,1.51,135.978,64.737,43.8,12.0,1.503,136.554,64.903,45.2,11.3,1.512,137.113,65.061,45.0,11.7,1.501,137.717,65.229,44.6,11.6,1.514,138.328,65.394,44.0,11.7,1.515,138.93,65.553,45.2,11.0,1.526,139.522,65.706,44.8,10.9,1.523,140.161,65.867,45.6,10.7,1.525,140.767,66.016,46.9,10.0,1.519,141.403,66.17,48.4,9.7,1.517
