azimuth0,elevation0,temperature0,humidity0,vPanel0
131.956,57.616,48.9,8.2,1.517
132.369,57.775,51.4,7.0,1.593
132.724,57.911,53.4,6.4,1.592
133.112,58.057,53.4,6.3,1.593
133.503,58.202,54.3,6.0,1.609
133.896,58.346,55.6,5.5,1.636
134.293,58.489,56.9,5.1,1.426
134.693,58.632,57.6,4.9,1.529
135.095,58.773,58.4,4.7,1.514
135.494,58.911,59.3,4.5,1.657
135.902,59.05,59.8,4.3,1.65
136.307,59.187,60.0,4.2,1.645
136.714,59.322,60.4,4.2,1.637
137.125,59.456,61.2,3.9,1.637
137.538,59.589,61.9,3.8,1.637
137.961,59.723,62.3,3.6,1.631
138.387,59.856,61.1,3.9,1.627
138.816,59.988,60.2,4.1,1.625
139.242,60.116,59.5,4.2,1.629
139.712,60.256,56.8,5.0,1.626
140.116,60.374,54.8,5.4,1.621
140.557,60.502,55.6,5.4,1.613
141.002,60.628,55.9,5.1,1.608
141.45,60.753,55.5,5.2,1.611
141.901,60.876,56.6,4.9,1.617
142.348,60.997,56.5,4.8,1.617
142.805,61.118,57.1,4.7,1.62
143.266,61.238,57.0,4.8,1.624
143.729,61.357,58.2,4.4,1.63
144.219,61.479,59.3,4.2,1.633
144.651,61.586,60.1,3.9,1.643
145.117,61.699,60.2,3.9,1.642
145.586,61.811,60.3,3.9,1.647
146.065,61.923,60.9,3.7,1.649
146.548,62.033,61.2,3.6,1.658
147.026,62.141,59.7,4.1,1.66
147.523,62.25,58.2,4.3,1.652
148.008,62.355,57.8,4.6,1.664
148.503,62.46,59.2,4.1,1.665
149.002,62.563,60.1,3.9,1.669
149.504,62.665,57.8,4.5,1.672
150.009,62.765,57.8,4.3,1.678
150.525,62.866,57.5,4.5,1.678
151.02,62.96,58.3,4.3,1.677
151.534,63.056,58.6,4.2,1.676
152.052,63.15,59.7,3.9,1.675
152.564,63.241,59.6,4.1,1.68
153.079,63.331,58.5,4.0,1.68
153.597,63.419,56.3,4.7,1.68
154.118,63.505,57.9,4.4,1.693
154.642,63.59,59.0,4.0,1.707
155.169,63.673,60.0,3.8,1.717
155.707,63.756,61.0,3.5,1.719
156.249,63.837,61.9,3.3,1.72
156.793,63.916,61.3,3.3,1.709
157.339,63.994,59.8,3.6,1.709
157.889,64.07,57.3,4.2,1.718
158.45,64.145,56.4,4.6,1.723
158.996,64.216,57.2,4.3,1.73
159.59,64.291,57.4,4.3,1.729
160.114,64.355,58.6,4.0,1.729
160.803,64.437,59.4,3.7,1.74
161.234,64.486,60.1,3.6,1.737
161.802,64.549,59.8,3.6,1.737
162.363,64.61,60.2,3.5,1.74
162.926,64.668,60.8,3.3,1.737
163.492,64.725,61.4,3.2,1.747
164.06,64.779,62.1,3.1,1.742
164.63,64.832,63.0,3.0,1.732
165.211,64.884,63.9,2.8,1.734
165.785,64.933,59.6,3.6,1.724
166.371,64.981,58.8,3.9,1.719
166.958,65.027,59.3,3.8,1.711
167.547,65.07,59.7,3.6,1.717
168.138,65.112,60.5,3.5,1.731
168.73,65.152,60.8,3.4,1.73
169.325,65.19,59.5,3.6,1.719
169.911,65.225,59.7,3.5,1.725
170.508,65.259,60.3,3.4,1.719
171.106,65.291,61.3,3.2,1.713
171.706,65.32,62.6,3.0,1.721
172.298,65.347,63.5,2.8,1.709
172.89,65.372,63.8,2.8,1.716
173.484,65.396,63.4,2.7,1.706
174.088,65.417,61.8,2.9,1.711
174.674,65.436,59.2,3.6,1.708
175.26,65.453,57.8,4.0,1.712
175.867,65.468,59.1,3.6,1.72
176.474,65.481,59.9,3.4,1.717
177.082,65.492,59.0,3.5,1.73
177.69,65.501,59.6,3.4,1.732
178.298,65.508,59.1,3.6,1.731
178.907,65.512,60.6,3.4,1.73
179.515,65.515,61.6,3.1,1.738
180.124,65.515,62.3,2.9,1.738
180.723,65.514,62.5,2.9,1.733
181.332,65.51,63.1,2.7,1.744
181.941,65.504,64.2,2.6,1.746
182.549,65.496,62.9,2.6,1.727
183.147,65.486,62.4,2.7,1.707
183.745,65.474,61.5,3.0,1.711
184.342,65.46,62.0,2.9,1.695
184.938,65.444,62.5,2.8,1.715
185.524,65.426,62.9,2.7,1.723
186.119,65.406,62.8,2.7,1.721
186.723,65.383,63.1,2.6,1.678
187.326,65.359,63.7,2.5,1.689
187.927,65.332,63.2,2.6,1.685
188.528,65.303,61.1,3.0,1.685
189.127,65.272,62.0,2.7,1.699
189.724,65.239,60.1,3.1,1.702
190.321,65.204,59.0,3.3,1.681
190.906,65.168,59.0,3.3,1.68
191.499,65.129,58.7,3.5,1.681
192.1,65.087,59.5,3.3,1.679
192.681,65.045,59.7,3.2,1.682
193.269,65.0,61.0,3.0,1.691
193.846,64.954,62.4,2.6,1.683
194.421,64.905,63.3,2.5,1.682
194.994,64.855,64.1,2.4,1.668
195.564,64.803,64.7,2.2,1.664
196.124,64.75,65.1,2.1,1.664
196.691,64.695,65.7,1.9,1.657
197.265,64.636,64.5,2.1,1.655
197.836,64.576,64.8,2.1,1.65
198.405,64.513,64.6,2.0,1.659
198.971,64.449,64.3,2.0,1.65
199.535,64.383,64.3,2.0,1.655
200.097,64.315,65.1,1.9,1.651
200.647,64.247,65.8,1.9,1.664
201.203,64.175,65.9,1.7,1.652
201.757,64.102,66.2,1.6,1.66
202.308,64.027,66.1,1.7,1.655
202.856,63.95,66.1,1.7,1.652
203.401,63.871,66.0,1.8,1.649
203.935,63.792,65.9,1.8,1.647
204.466,63.711,66.0,1.8,1.637
204.985,63.63,66.2,1.7,1.633
205.511,63.546,66.1,1.7,1.636
206.033,63.461,66.1,1.6,1.636
206.561,63.372,66.2,1.6,1.624
207.086,63.282,66.3,1.6,1.631
207.608,63.19,66.9,1.7,1.623
208.127,63.096,65.8,1.8,1.607
208.643,63.001,65.0,2.0,1.605
209.147,62.906,65.3,1.8,1.604
209.657,62.808,64.3,2.0,1.601
210.163,62.708,60.7,2.5,1.577
210.666,62.606,59.8,2.8,1.568
211.166,62.504,59.6,2.9,1.567
211.663,62.399,60.0,2.8,1.552
212.149,62.295,60.2,2.6,1.549
212.632,62.19,58.8,2.9,1.537
213.111,62.083,58.7,3.0,1.551
213.58,61.977,57.9,3.2,1.533
214.061,61.865,59.0,2.9,1.53
214.539,61.752,57.8,3.3,1.521
215.014,61.638,59.1,3.0,1.519
215.486,61.523,60.3,2.7,1.509
215.954,61.406,60.3,2.6,1.516
216.419,61.288,59.6,2.9,1.519
216.874,61.171,60.3,2.8,1.512
217.332,61.05,61.2,2.6,1.51
217.788,60.928,61.9,2.6,1.503
218.24,60.805,62.8,2.5,1.501
218.69,60.68,62.9,2.4,1.502
219.136,60.555,63.6,2.4,1.498
219.579,60.428,64.2,2.3,1.497
220.019,60.3,64.9,2.1,1.493
220.448,60.173,65.3,2.0,1.497
220.875,60.045,65.5,1.8,1.505
221.292,59.917,65.9,1.8,1.498
221.713,59.787,65.9,1.8,1.488
222.137,59.653,65.9,1.8,1.47
222.559,59.519,65.8,1.9,1.455
222.978,59.383,65.9,1.8,1.452
223.393,59.246,65.9,1.7,1.446
223.805,59.108,66.1,1.7,1.461
224.215,58.969,66.6,1.6,1.462
224.622,58.829,66.6,1.7,1.462
225.019,58.691,66.1,1.7,1.447
225.42,58.549,65.9,1.7,1.439
225.817,58.406,65.7,1.8,1.435
226.212,58.262,64.8,1.8,1.427
226.604,58.117,63.6,2.2,1.414
226.994,57.971,63.4,2.2,1.403
227.38,57.825,62.7,2.3,1.398
227.752,57.682,61.7,2.3,1.394
228.127,57.536,60.6,2.6,1.393
228.499,57.389,55.7,3.6,1.378
228.868,57.241,53.3,4.4,1.365
229.241,57.09,54.2,4.4,1.365
229.612,56.938,56.2,4.2,1.349
229.979,56.786,56.8,3.3,1.345
230.338,56.635,54.3,3.9,1.335
230.701,56.48,53.7,4.2,1.328
231.06,56.325,54.4,4.0,1.32
231.418,56.169,54.8,3.8,1.321
231.772,56.013,55.1,3.9,1.317
232.124,55.855,55.3,3.8,1.308
232.474,55.697,54.9,3.9,1.302
232.821,55.538,54.7,3.9,1.297
233.166,55.379,55.1,4.0,1.28
233.503,55.221,54.8,4.0,1.284
233.843,55.06,55.6,3.6,1.277
234.17,54.903,55.9,3.5,1.27
234.5,54.743,56.9,3.4,1.265
234.833,54.58,56.1,3.5,1.264
235.163,54.417,54.0,4.1,1.261
235.492,54.252,54.2,4.0,1.254
235.818,54.087,55.4,3.6,1.241
236.137,53.924,55.0,3.7,1.238
236.458,53.758,55.0,4.0,1.231
236.778,53.591,56.1,3.6,1.229
237.095,53.423,57.1,3.4,1.218
237.485,53.215,57.8,3.2,1.213
237.723,53.087,58.7,3.0,1.205
238.034,52.917,59.5,2.9,1.196
238.343,52.747,60.1,2.8,1.19
238.65,52.577,60.6,2.7,1.179
238.95,52.409,60.3,2.6,1.178
239.253,52.237,60.8,2.5,1.172
239.554,52.065,61.3,2.5,1.165
239.853,51.893,61.6,2.5,1.163
240.145,51.722,61.6,2.4,1.153
240.436,51.552,61.5,2.3,1.158
240.724,51.38,61.3,2.4,1.144
241.011,51.208,61.6,2.4,1.147
241.296,51.036,62.1,2.4,1.144
241.575,50.866,62.5,2.4,1.139
241.861,50.69,62.7,2.3,1.129
242.145,50.514,61.3,2.4,1.1
242.428,50.337,61.1,2.4,1.097
242.708,50.159,59.5,2.6,0.974
242.987,49.982,59.4,2.8,1.09
243.26,49.806,59.5,2.7,1.087
243.536,49.628,59.7,2.7,1.08
243.81,49.448,59.5,2.8,1.064
244.082,49.269,58.5,2.9,1.064
244.353,49.089,57.3,3.3,1.061
244.622,48.909,55.5,3.8,1.057
244.889,48.728,53.5,4.3,1.041
245.151,48.55,51.0,5.2,1.043
245.415,48.368,51.5,5.0,1.039
245.678,48.186,50.3,5.3,1.019
245.939,48.004,50.2,5.4,1.022
