azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18,azimuth19,elevation19,temperature19,humidity19,vPanel19,azimuth20,elevation20,temperature20,humidity20,vPanel20,azimuth21,elevation21,temperature21,humidity21,vPanel21,azimuth22,elevation22,temperature22,humidity22,vPanel22,azimuth23,elevation23,temperature23,humidity23,vPanel23,azimuth24,elevation24,temperature24,humidity24,vPanel24,azimuth25,elevation25,temperature25,humidity25,vPanel25
133.717,60.569,37.0,13.9,0.549,134.134,60.712,36.9,14.2,0.553,134.554,60.855,36.7,14.6,0.525,134.971,60.995,36.2,14.7,0.5,135.404,61.137,35.1,15.4,0.466,135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004
134.134,60.712,36.9,14.2,0.553,134.554,60.855,36.7,14.6,0.525,134.971,60.995,36.2,14.7,0.5,135.404,61.137,35.1,15.4,0.466,135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129
134.554,60.855,36.7,14.6,0.525,134.971,60.995,36.2,14.7,0.5,135.404,61.137,35.1,15.4,0.466,135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574
134.971,60.995,36.2,14.7,0.5,135.404,61.137,35.1,15.4,0.466,135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997
135.404,61.137,35.1,15.4,0.466,135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358
135.828,61.275,34.4,16.3,0.45,136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289
136.268,61.415,34.3,16.0,0.453,136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325
136.705,61.553,34.3,16.1,0.478,137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362
137.139,61.687,34.1,15.8,0.512,137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987
137.583,61.822,34.2,16.2,0.564,138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718
138.03,61.956,34.4,15.8,0.647,138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596
138.481,62.089,35.0,15.4,0.822,138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54
138.928,62.218,36.0,14.9,0.738,139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567
139.387,62.349,35.8,15.6,0.721,139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73
139.841,62.476,36.4,14.7,0.695,140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739
140.306,62.604,37.0,13.9,0.819,140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062
140.767,62.729,37.7,13.6,1.34,141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064
141.24,62.854,40.4,12.1,1.838,141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304
141.716,62.978,42.7,10.4,1.174,142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407
142.211,63.105,43.0,10.1,0.821,142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915
142.679,63.223,43.8,9.9,0.752,143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915,156.49,65.848,48.3,7.4,0.996
143.158,63.341,44.6,9.6,0.98,143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915,156.49,65.848,48.3,7.4,0.996,157.061,65.926,48.3,7.3,1.476
143.657,63.462,44.5,9.4,1.212,144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915,156.49,65.848,48.3,7.4,0.996,157.061,65.926,48.3,7.3,1.476,157.645,66.003,49.7,6.9,1.9
144.151,63.579,44.6,9.3,2.393,144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915,156.49,65.848,48.3,7.4,0.996,157.061,65.926,48.3,7.3,1.476,157.645,66.003,49.7,6.9,1.9,158.232,66.077,52.3,6.1,1.899
144.649,63.695,46.7,8.6,1.931,145.151,63.81,48.2,7.9,1.004,145.657,63.923,47.8,7.8,1.129,146.15,64.032,48.8,7.5,1.574,146.663,64.142,50.2,7.0,1.997,147.179,64.251,51.3,6.6,2.358,147.7,64.358,51.9,6.4,1.289,148.224,64.464,52.3,6.0,1.325,148.751,64.568,51.9,6.3,1.362,149.274,64.669,50.9,6.6,0.987,149.809,64.77,49.1,7.3,0.718,150.365,64.873,47.4,8.0,0.596,150.89,64.967,44.8,8.8,0.54,151.445,65.065,43.5,9.5,0.567,151.986,65.158,42.8,10.1,0.73,152.53,65.249,43.2,9.9,0.739,153.086,65.34,43.6,9.6,1.062,153.647,65.43,44.8,9.2,1.064,154.201,65.516,45.6,8.6,1.304,154.759,65.6,47.2,8.0,1.407,155.912,65.768,48.4,7.6,0.915,156.49,65.848,48.3,7.4,0.996,157.061,65.926,48.3,7.3,1.476,157.645,66.003,49.7,6.9,1.9,158.232,66.077,52.3,6.1,1.899,158.812,66.149,54.6,5.4,2.347
