azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18,azimuth19,elevation19,temperature19,humidity19,vPanel19,azimuth20,elevation20,temperature20,humidity20,vPanel20,azimuth21,elevation21,temperature21,humidity21,vPanel21,azimuth22,elevation22,temperature22,humidity22,vPanel22,azimuth23,elevation23,temperature23,humidity23,vPanel23,azimuth24,elevation24,temperature24,humidity24,vPanel24,azimuth25,elevation25,temperature25,humidity25,vPanel25
107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488
108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457
108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422
108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397
108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378
108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374
109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377
109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39
109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413
109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442
110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444
110.417,48.217,37.9,15.8,0.922,110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446
110.671,48.407,39.0,14.4,1.037,110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46
110.921,48.594,39.3,14.0,0.87,111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487
111.173,48.78,39.2,13.9,0.673,111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514
111.423,48.963,39.1,13.9,0.563,111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555
111.678,49.148,37.7,15.0,0.553,111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709
111.934,49.334,37.5,15.1,0.583,112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691
112.188,49.516,37.2,15.2,0.59,112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718
112.465,49.712,36.8,15.2,0.595,112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66
112.709,49.885,36.6,15.4,0.641,112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66,119.792,54.345,37.2,14.7,0.543
112.972,50.068,36.7,15.2,0.64,113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66,119.792,54.345,37.2,14.7,0.543,120.112,54.523,36.9,15.1,0.532
113.237,50.252,37.0,14.6,0.591,113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66,119.792,54.345,37.2,14.7,0.543,120.112,54.523,36.9,15.1,0.532,120.414,54.69,36.8,15.8,0.558
113.498,50.432,36.5,14.8,0.55,113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66,119.792,54.345,37.2,14.7,0.543,120.112,54.523,36.9,15.1,0.532,120.414,54.69,36.8,15.8,0.558,120.728,54.862,37.1,15.3,0.584
113.766,50.615,36.5,14.9,0.518,114.031,50.795,35.7,15.2,0.488,114.302,50.977,34.4,16.1,0.457,114.575,51.158,34.1,16.5,0.422,114.845,51.337,33.6,17.0,0.397,115.122,51.517,33.1,17.8,0.378,115.4,51.698,33.6,17.8,0.374,115.68,51.878,33.8,17.5,0.377,115.961,52.058,33.8,17.5,0.39,116.245,52.237,34.0,17.4,0.413,116.526,52.413,33.8,17.5,0.442,116.818,52.594,33.7,18.1,0.444,117.107,52.772,33.9,17.8,0.446,117.398,52.949,34.0,17.4,0.46,117.687,53.123,34.3,17.1,0.487,117.982,53.3,34.8,16.9,0.514,118.279,53.476,35.4,16.6,0.555,118.579,53.651,35.8,15.9,0.709,118.885,53.829,35.9,15.1,0.691,119.179,53.998,36.3,14.9,0.718,119.489,54.174,37.0,14.6,0.66,119.792,54.345,37.2,14.7,0.543,120.112,54.523,36.9,15.1,0.532,120.414,54.69,36.8,15.8,0.558,120.728,54.862,37.1,15.3,0.584,121.045,55.033,37.5,14.9,0.604
