azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7
239.894,54.458,49.1,5.7,1.449,240.199,54.288,49.4,5.9,1.442,240.506,54.114,50.5,5.7,1.448,240.811,53.94,51.6,5.0,1.392,241.114,53.765,51.7,5.2,1.38,241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41
240.199,54.288,49.4,5.9,1.442,240.506,54.114,50.5,5.7,1.448,240.811,53.94,51.6,5.0,1.392,241.114,53.765,51.7,5.2,1.38,241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411
240.506,54.114,50.5,5.7,1.448,240.811,53.94,51.6,5.0,1.392,241.114,53.765,51.7,5.2,1.38,241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359
240.811,53.94,51.6,5.0,1.392,241.114,53.765,51.7,5.2,1.38,241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357
241.114,53.765,51.7,5.2,1.38,241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317
241.409,53.593,52.6,4.7,1.357,241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304
241.708,53.417,52.9,4.6,1.312,242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336
242.009,53.238,51.1,5.3,1.41,242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331
242.299,53.064,49.5,5.8,1.411,242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291
242.592,52.887,48.6,6.1,1.359,242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311
242.882,52.709,49.7,5.7,1.357,243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279
243.453,52.356,51.9,4.9,1.317,243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283
243.77,52.157,51.8,4.9,1.304,244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274
244.017,52.0,50.2,5.4,1.336,244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262
244.298,51.82,49.4,5.6,1.331,244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254
244.582,51.637,48.9,5.8,1.291,244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235
244.855,51.459,50.1,5.6,1.311,245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235,246.736,50.192,48.2,6.2,1.221
245.126,51.281,48.9,5.8,1.279,245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235,246.736,50.192,48.2,6.2,1.221,247.0,50.009,48.0,6.1,1.211
245.4,51.1,49.8,5.5,1.283,245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235,246.736,50.192,48.2,6.2,1.221,247.0,50.009,48.0,6.1,1.211,247.262,49.824,48.7,6.1,1.201
245.672,50.918,49.3,5.7,1.274,245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235,246.736,50.192,48.2,6.2,1.221,247.0,50.009,48.0,6.1,1.211,247.262,49.824,48.7,6.1,1.201,247.523,49.64,49.9,5.7,1.192
245.939,50.738,47.7,6.3,1.262,246.207,50.556,46.5,6.8,1.254,246.475,50.373,47.1,6.8,1.235,246.736,50.192,48.2,6.2,1.221,247.0,50.009,48.0,6.1,1.211,247.262,49.824,48.7,6.1,1.201,247.523,49.64,49.9,5.7,1.192,247.782,49.455,49.8,6.0,1.19
