azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7
91.75,30.304,30.8,22.5,0.407,91.918,30.497,31.2,22.1,0.473,92.093,30.696,31.9,21.6,0.542,92.271,30.899,32.5,20.9,0.505,92.446,31.098,33.1,20.3,0.446,92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426
91.918,30.497,31.2,22.1,0.473,92.093,30.696,31.9,21.6,0.542,92.271,30.899,32.5,20.9,0.505,92.446,31.098,33.1,20.3,0.446,92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436
92.093,30.696,31.9,21.6,0.542,92.271,30.899,32.5,20.9,0.505,92.446,31.098,33.1,20.3,0.446,92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431
92.271,30.899,32.5,20.9,0.505,92.446,31.098,33.1,20.3,0.446,92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467
92.446,31.098,33.1,20.3,0.446,92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415
92.619,31.294,33.6,20.4,0.438,92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364
92.796,31.493,33.7,20.6,0.439,92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345
92.975,31.695,33.7,20.3,0.426,93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336
93.152,31.895,33.8,19.5,0.436,93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329
93.332,32.097,33.8,19.9,0.431,93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326
93.505,32.29,33.9,18.6,0.467,93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331
93.68,32.486,33.9,19.2,0.415,93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336
93.862,32.688,33.9,19.6,0.364,94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343
94.039,32.884,33.7,20.6,0.345,94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347
94.218,33.083,33.6,20.4,0.336,94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37
94.402,33.285,33.0,21.1,0.329,94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377
94.58,33.48,32.6,20.3,0.326,94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397
94.761,33.679,32.4,19.9,0.331,94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482
94.943,33.878,32.2,20.1,0.336,95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516
95.122,34.073,32.1,20.0,0.343,95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55
95.302,34.269,32.0,20.1,0.347,95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476
95.488,34.471,32.0,21.5,0.37,95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432
95.672,34.669,32.2,22.0,0.377,95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393
95.854,34.864,32.3,21.6,0.397,96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397
96.038,35.063,32.5,22.4,0.482,96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417
96.224,35.261,33.2,21.1,0.516,96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416
96.41,35.459,33.9,20.7,0.55,96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413
96.594,35.655,34.2,20.3,0.476,96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411
96.781,35.853,34.3,19.9,0.432,96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405
96.966,36.048,34.2,19.4,0.393,97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411
97.154,36.246,34.1,19.9,0.397,97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47
97.34,36.44,34.0,20.9,0.417,97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449
97.53,36.638,34.0,21.0,0.416,97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403
97.72,36.836,33.9,20.7,0.413,97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499
97.911,37.033,33.9,20.7,0.411,98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501
98.103,37.231,33.9,20.8,0.405,98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627
98.292,37.425,33.9,20.8,0.411,98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624
98.485,37.623,33.9,20.7,0.47,98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673
98.678,37.82,34.0,21.1,0.449,98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583
98.872,38.017,34.0,21.1,0.403,99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552
99.067,38.214,34.0,20.2,0.499,99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548
99.26,38.408,34.3,20.1,0.501,99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528
99.456,38.605,34.7,19.5,0.627,99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498
99.653,38.802,35.7,19.1,0.624,99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502
99.851,38.998,36.6,17.8,0.673,100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933
100.05,39.195,36.8,18.2,0.583,100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485
100.249,39.391,37.0,18.5,0.552,100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723
100.449,39.587,37.0,18.0,0.548,100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578
100.65,39.784,37.0,18.0,0.528,100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873
100.848,39.976,36.8,18.3,0.498,101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587
101.051,40.172,36.7,17.9,0.502,101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501
101.254,40.368,36.8,17.6,0.933,101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458
101.458,40.564,38.3,15.9,0.485,101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434
101.66,40.756,37.8,15.5,0.723,101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442
101.865,40.951,37.7,15.8,0.578,102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473
102.069,41.143,38.2,15.5,0.873,102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498
102.276,41.338,38.9,15.1,0.587,102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505
102.484,41.533,39.0,15.3,0.501,102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547
102.69,41.725,38.5,15.8,0.458,102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48
102.904,41.923,38.0,16.6,0.434,103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463
103.111,42.114,36.8,16.1,0.442,103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463
103.323,42.308,35.6,17.0,0.473,103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461
103.536,42.502,35.1,17.5,0.498,103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448
103.75,42.696,35.3,17.5,0.505,103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437
103.965,42.89,35.5,17.4,0.547,104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439
104.18,43.083,35.7,17.6,0.48,104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451
104.397,43.277,35.8,17.2,0.463,104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479
104.615,43.47,35.7,17.0,0.463,104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486
104.834,43.663,35.7,16.9,0.461,105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496
105.05,43.853,35.5,17.4,0.448,105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509
105.274,44.048,35.4,17.6,0.437,105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52
105.496,44.241,35.4,17.5,0.439,105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47
105.719,44.433,35.3,17.8,0.451,105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443
105.943,44.625,35.0,17.7,0.479,106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44
106.165,44.813,34.6,17.9,0.486,106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448
106.398,45.011,34.7,17.9,0.496,106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463
106.626,45.202,34.6,17.8,0.509,106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478
106.851,45.39,34.8,17.8,0.52,107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497
107.088,45.587,34.3,17.8,0.47,107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529
107.308,45.769,33.8,18.4,0.443,107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547
107.54,45.959,33.7,19.1,0.44,107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603
107.773,46.149,33.8,19.0,0.448,108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705
108.008,46.339,34.0,18.7,0.463,108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725
108.244,46.529,33.8,19.5,0.478,108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229
108.477,46.715,33.8,19.6,0.497,108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949
108.716,46.904,33.9,19.8,0.529,108.959,47.096,33.6,19.4,0.547,109.196,47.282,33.7,20.1,0.603,109.442,47.473,34.0,19.3,0.705,109.682,47.658,34.4,18.6,0.725,109.927,47.846,35.4,17.8,1.229,110.173,48.033,36.8,16.0,0.949,110.417,48.217,37.9,15.8,0.922
