azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4
239.293,56.445,53.3,8.3,1.275,239.616,56.273,53.0,8.6,1.267,239.926,56.106,54.9,7.8,1.258,240.244,55.933,54.4,7.6,1.255,240.559,55.759,54.5,7.7,1.244
239.616,56.273,53.0,8.6,1.267,239.926,56.106,54.9,7.8,1.258,240.244,55.933,54.4,7.6,1.255,240.559,55.759,54.5,7.7,1.244,240.873,55.585,55.1,7.5,1.226
239.926,56.106,54.9,7.8,1.258,240.244,55.933,54.4,7.6,1.255,240.559,55.759,54.5,7.7,1.244,240.873,55.585,55.1,7.5,1.226,241.178,55.413,53.8,8.0,1.216
240.244,55.933,54.4,7.6,1.255,240.559,55.759,54.5,7.7,1.244,240.873,55.585,55.1,7.5,1.226,241.178,55.413,53.8,8.0,1.216,241.492,55.235,54.7,7.7,1.212
240.559,55.759,54.5,7.7,1.244,240.873,55.585,55.1,7.5,1.226,241.178,55.413,53.8,8.0,1.216,241.492,55.235,54.7,7.7,1.212,241.798,55.059,53.8,8.4,1.206
240.873,55.585,55.1,7.5,1.226,241.178,55.413,53.8,8.0,1.216,241.492,55.235,54.7,7.7,1.212,241.798,55.059,53.8,8.4,1.206,242.097,54.885,53.0,8.6,1.202
241.178,55.413,53.8,8.0,1.216,241.492,55.235,54.7,7.7,1.212,241.798,55.059,53.8,8.4,1.206,242.097,54.885,53.0,8.6,1.202,242.399,54.708,50.6,9.4,1.194
241.492,55.235,54.7,7.7,1.212,241.798,55.059,53.8,8.4,1.206,242.097,54.885,53.0,8.6,1.202,242.399,54.708,50.6,9.4,1.194,242.699,54.531,50.4,9.3,1.185
241.798,55.059,53.8,8.4,1.206,242.097,54.885,53.0,8.6,1.202,242.399,54.708,50.6,9.4,1.194,242.699,54.531,50.4,9.3,1.185,242.997,54.353,51.3,9.1,1.179
242.097,54.885,53.0,8.6,1.202,242.399,54.708,50.6,9.4,1.194,242.699,54.531,50.4,9.3,1.185,242.997,54.353,51.3,9.1,1.179,243.287,54.178,52.7,8.5,1.172
242.399,54.708,50.6,9.4,1.194,242.699,54.531,50.4,9.3,1.185,242.997,54.353,51.3,9.1,1.179,243.287,54.178,52.7,8.5,1.172,243.586,53.996,51.1,9.1,1.166
242.699,54.531,50.4,9.3,1.185,242.997,54.353,51.3,9.1,1.179,243.287,54.178,52.7,8.5,1.172,243.586,53.996,51.1,9.1,1.166,243.872,53.82,48.8,10.0,1.159
242.997,54.353,51.3,9.1,1.179,243.287,54.178,52.7,8.5,1.172,243.586,53.996,51.1,9.1,1.166,243.872,53.82,48.8,10.0,1.159,244.162,53.64,49.0,10.0,1.15
243.287,54.178,52.7,8.5,1.172,243.586,53.996,51.1,9.1,1.166,243.872,53.82,48.8,10.0,1.159,244.162,53.64,49.0,10.0,1.15,244.453,53.458,48.4,10.2,1.145
243.586,53.996,51.1,9.1,1.166,243.872,53.82,48.8,10.0,1.159,244.162,53.64,49.0,10.0,1.15,244.453,53.458,48.4,10.2,1.145,244.784,53.248,48.8,9.8,1.137
243.872,53.82,48.8,10.0,1.159,244.162,53.64,49.0,10.0,1.15,244.453,53.458,48.4,10.2,1.145,244.784,53.248,48.8,9.8,1.137,245.018,53.099,49.4,9.4,1.13
244.162,53.64,49.0,10.0,1.15,244.453,53.458,48.4,10.2,1.145,244.784,53.248,48.8,9.8,1.137,245.018,53.099,49.4,9.4,1.13,245.299,52.918,49.7,9.4,1.125
244.453,53.458,48.4,10.2,1.145,244.784,53.248,48.8,9.8,1.137,245.018,53.099,49.4,9.4,1.13,245.299,52.918,49.7,9.4,1.125,245.579,52.736,50.4,9.3,1.118
244.784,53.248,48.8,9.8,1.137,245.018,53.099,49.4,9.4,1.13,245.299,52.918,49.7,9.4,1.125,245.579,52.736,50.4,9.3,1.118,245.861,52.551,51.3,8.9,1.111
245.018,53.099,49.4,9.4,1.13,245.299,52.918,49.7,9.4,1.125,245.579,52.736,50.4,9.3,1.118,245.861,52.551,51.3,8.9,1.111,246.137,52.368,51.9,8.8,1.1
245.299,52.918,49.7,9.4,1.125,245.579,52.736,50.4,9.3,1.118,245.861,52.551,51.3,8.9,1.111,246.137,52.368,51.9,8.8,1.1,246.406,52.188,52.8,8.4,1.091
245.579,52.736,50.4,9.3,1.118,245.861,52.551,51.3,8.9,1.111,246.137,52.368,51.9,8.8,1.1,246.406,52.188,52.8,8.4,1.091,246.678,52.005,51.6,8.7,1.087
245.861,52.551,51.3,8.9,1.111,246.137,52.368,51.9,8.8,1.1,246.406,52.188,52.8,8.4,1.091,246.678,52.005,51.6,8.7,1.087,246.949,51.822,48.7,9.7,1.079
246.137,52.368,51.9,8.8,1.1,246.406,52.188,52.8,8.4,1.091,246.678,52.005,51.6,8.7,1.087,246.949,51.822,48.7,9.7,1.079,247.213,51.64,50.4,9.3,1.072
246.406,52.188,52.8,8.4,1.091,246.678,52.005,51.6,8.7,1.087,246.949,51.822,48.7,9.7,1.079,247.213,51.64,50.4,9.3,1.072,247.493,51.447,52.0,8.6,1.066
246.678,52.005,51.6,8.7,1.087,246.949,51.822,48.7,9.7,1.079,247.213,51.64,50.4,9.3,1.072,247.493,51.447,52.0,8.6,1.066,247.741,51.274,52.4,8.4,1.063
246.949,51.822,48.7,9.7,1.079,247.213,51.64,50.4,9.3,1.072,247.493,51.447,52.0,8.6,1.066,247.741,51.274,52.4,8.4,1.063,248.005,51.089,53.1,8.2,1.057
247.213,51.64,50.4,9.3,1.072,247.493,51.447,52.0,8.6,1.066,247.741,51.274,52.4,8.4,1.063,248.005,51.089,53.1,8.2,1.057,248.263,50.907,51.9,8.8,1.05
247.493,51.447,52.0,8.6,1.066,247.741,51.274,52.4,8.4,1.063,248.005,51.089,53.1,8.2,1.057,248.263,50.907,51.9,8.8,1.05,248.527,50.718,52.3,8.8,1.046
247.741,51.274,52.4,8.4,1.063,248.005,51.089,53.1,8.2,1.057,248.263,50.907,51.9,8.8,1.05,248.527,50.718,52.3,8.8,1.046,248.786,50.532,50.9,9.2,1.041
248.005,51.089,53.1,8.2,1.057,248.263,50.907,51.9,8.8,1.05,248.527,50.718,52.3,8.8,1.046,248.786,50.532,50.9,9.2,1.041,249.043,50.346,51.7,8.7,1.037
248.263,50.907,51.9,8.8,1.05,248.527,50.718,52.3,8.8,1.046,248.786,50.532,50.9,9.2,1.041,249.043,50.346,51.7,8.7,1.037,249.294,50.162,50.0,9.4,1.03
