azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17
110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415
110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408
111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416
111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414
111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422
111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425
112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426
112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44
113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439
113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444
113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453
113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464
114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485
114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494
114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501
114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503
115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502
115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508
115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508
116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513
116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52
116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525
116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535
117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545
117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551
117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551
118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548
118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548
118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552
119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556
119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563
119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579
120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579,125.756,58.648,49.8,9.3,1.585
120.338,55.985,45.5,11.1,1.502,120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579,125.756,58.648,49.8,9.3,1.585,126.12,58.81,47.7,10.2,1.583
120.659,56.157,45.8,11.3,1.508,120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579,125.756,58.648,49.8,9.3,1.585,126.12,58.81,47.7,10.2,1.583,126.48,58.968,47.1,10.4,1.589
120.983,56.328,47.1,10.4,1.508,121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579,125.756,58.648,49.8,9.3,1.585,126.12,58.81,47.7,10.2,1.583,126.48,58.968,47.1,10.4,1.589,126.844,59.125,48.1,9.9,1.584
121.309,56.499,47.9,10.0,1.513,121.632,56.666,47.1,10.3,1.52,121.963,56.836,48.2,10.0,1.525,122.297,57.005,49.1,9.6,1.535,122.633,57.173,49.7,9.3,1.545,122.966,57.338,50.3,9.1,1.551,123.302,57.503,48.3,9.8,1.551,123.652,57.672,45.9,10.9,1.548,123.998,57.837,46.9,10.6,1.548,124.342,58.0,46.2,10.7,1.552,124.7,58.167,48.1,10.0,1.556,125.044,58.325,49.0,9.7,1.563,125.396,58.486,50.0,9.3,1.579,125.756,58.648,49.8,9.3,1.585,126.12,58.81,47.7,10.2,1.583,126.48,58.968,47.1,10.4,1.589,126.844,59.125,48.1,9.9,1.584,127.222,59.287,49.2,9.5,1.58
