azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18,azimuth19,elevation19,temperature19,humidity19,vPanel19,azimuth20,elevation20,temperature20,humidity20,vPanel20
106.363,46.489,43.5,13.1,1.147,106.589,46.677,43.4,13.1,1.147,106.821,46.869,44.0,12.9,1.156,107.054,47.059,44.6,12.7,1.167,107.288,47.25,45.1,12.2,1.179,107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298
106.589,46.677,43.4,13.1,1.147,106.821,46.869,44.0,12.9,1.156,107.054,47.059,44.6,12.7,1.167,107.288,47.25,45.1,12.2,1.179,107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315
106.821,46.869,44.0,12.9,1.156,107.054,47.059,44.6,12.7,1.167,107.288,47.25,45.1,12.2,1.179,107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324
107.054,47.059,44.6,12.7,1.167,107.288,47.25,45.1,12.2,1.179,107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347
107.288,47.25,45.1,12.2,1.179,107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352
107.523,47.441,45.7,12.0,1.184,107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361
107.752,47.625,44.7,12.2,1.202,107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369
107.994,47.818,44.5,12.4,1.203,108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371
108.229,48.004,44.4,12.9,1.208,108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37
108.47,48.194,45.4,12.4,1.21,108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381
108.712,48.383,46.0,11.8,1.21,109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385
109.196,48.757,46.7,11.1,1.226,109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389
109.442,48.945,46.6,11.1,1.222,109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398
109.69,49.134,47.3,10.9,1.235,109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402
109.939,49.321,47.5,10.9,1.243,110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415
110.189,49.509,48.0,10.8,1.252,110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408
110.437,49.693,48.5,10.7,1.269,110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416
110.691,49.88,49.0,10.5,1.283,110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414
110.946,50.066,49.2,10.4,1.294,111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422
111.202,50.252,49.8,10.4,1.302,111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425
111.456,50.435,50.0,10.2,1.298,111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426
111.72,50.624,49.5,10.2,1.315,111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44
111.977,50.806,48.2,10.7,1.324,112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439
112.509,51.178,48.8,10.2,1.347,112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444
112.771,51.36,46.9,10.8,1.352,113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453
113.039,51.543,47.1,10.9,1.361,113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464
113.305,51.724,45.4,11.3,1.369,113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485
113.576,51.907,44.8,11.2,1.371,113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494
113.845,52.087,45.6,11.2,1.37,114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501
114.12,52.269,47.0,10.5,1.381,114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503
114.393,52.448,47.6,10.1,1.385,114.667,52.627,48.3,10.1,1.389,114.952,52.811,48.2,10.1,1.398,115.261,53.009,48.6,9.9,1.402,115.514,53.169,47.8,10.1,1.415,115.824,53.363,47.7,10.4,1.408,116.089,53.528,48.8,10.1,1.416,116.379,53.707,49.0,9.9,1.414,116.672,53.886,48.4,10.0,1.422,116.966,54.064,48.5,9.9,1.425,117.263,54.242,47.6,10.2,1.426,117.556,54.416,48.0,10.4,1.44,117.862,54.595,47.2,10.3,1.439,118.155,54.766,46.2,10.9,1.444,118.465,54.944,46.7,10.6,1.453,118.772,55.12,46.7,10.7,1.464,119.087,55.297,47.7,10.5,1.485,119.394,55.468,47.1,10.7,1.494,119.708,55.642,47.2,10.6,1.501,120.019,55.812,46.6,10.7,1.503,120.338,55.985,45.5,11.1,1.502
